Ort::Longitude;Ort::Latitude;Ort::REDE_GIDs;Ort::Sprache;Bogennummer;Ort::Name;Transliteration WS 36;Wortform WS 36;Stammvokal WS 36;Stammvokal Überprüfung;Kategorie;Anmerkungen WS36
11,96126;52,44002;123806;1;22264;GRIEBEN;Wat sitt'n doa förr kleine Väuln baue upp'p kleine Mure?;Väuln;äu;;;"Väuln: Väule?; kleine: ne nicht klar voneinander zu trennen"
12,21537;52,45574;127014;1;22276;ZABAKUCK;Wat sitten da vör Vä̱ülickens bahn up dat Müreken?;Vä̱ülickens;ä̱ü;;;"Vä̱ülickens: i-Haste und c sind nicht klar voneinander zu trennen; Müreken: erstes e eher schwarzer Fleck"
10,56262;52,59885;115220;1;22375;WESTERHOLZ;Wat sünd da vor Vogel bab'n up'e Mure?;Vogel;o;;;
10,87697;52,57705;107430;1;22384;TￃﾜLAU-FAHRENHORST;Wat sitten da for lütje Vogeln bomt up de lütje Muer.;Vogeln;o;;;
11,09553257;52,58503126;544004;1;22394;KￃﾖBBELITZ;Wat sittn dao ver Voggeln bomm ub de Murn?;Voggeln;o;;;ver: v und e relativ dick
11,39427;52,6017;121479;1;22407;SCHENKENHORST;Wat sid'n doa föä Voggel'n bom ub de Muer?;Voggel'n;o;;;"föä: f scheint korrigiert (aus v?); Voggel'n: zwischen o und g relativ viel Platz aber miteinander verbunden; Muer: erste Haste von u sehr dick"
20,70648261;54,44337509;535077;1;2242;NAUNIENEN;Watt hucke da va Vägelkes bave ob dem Muake;Vägelkes;ä;;;ob dem: relativ nah beieinander
11,66397;52,60153;119307;1;22423;QUERSTEDT;Wat sitt'n do vön Va-elchen bowen up det Mürchen?;Va-elchen;a;;;Va-elchen: a mit schwarzem Stift geschrieben
11,95658;52,6014;121929;1;22443;STAFFELDE;Wat sitten da föer Vaweln bawen up de Muer?;Vaweln;a;;;Muer: u korrigiert
12,231;52,59371;117936;1;22453;GROSSWUDICKE;Wat sitten do͡a vör Veiöl'n up dät Mürk'n;Veiöl'n;eiö;;;Veiöl'n: e vermutlich korrigiert
10,5153;52,75135;105512;1;22574;MASEL;Wat sit't da vör lütje Vageln bam'n up de͡i lütje Muer?;Vageln;a;;;
10,82391;52,78033;124932;1;22581;HￃﾖDDELSEN;Wat sitten da för Vaogos up de Müer? (Verkleinerungssÿlben giebt's nicht).;Vaogos;ao;;;för: r korrigiert
11,09919;52,76301;123964;1;22599;WￃﾖPEL;Watt sitten do för Vöjjelken oben up dat Mür?;Vöjjelken;öj;;;
11,38085;52,76485;117904;1;22621;MOLITZ;Wat sitt'n do vön Voggeln bouwen up de Muer.;Voggeln;o;;;Voggeln: aus Vöggeln korrigiert?
11,63736;52,76929;120905;1;22636;RￃﾖNNEBECK;Wat sitt'n da fön Väögelken baowen up däet Mürken;Väögelken;äö;;;däet: ä oben drüber geschrieben
11,91213;52,77979;121594;1;22654;IDEN;Wat sitten doa för klein Vagels bowen up't klein Mur?;Vagels;a;;;"sitten: i-Haste fast nicht zu sehen; för: ö-Haste sehr dick; bowen: o korrigiert"
12,19465;52,78429;119182;1;22667;KUHLHAUSEN;Wat sitt'n da för Vöäwelchen bawen up det Mürchen?;Vöäwelchen;öä;;;"Wat: a untypisch; Vöäwelchen: ö korrigiert/sehr dick; up: erste Haste von u eher dick"
10,83564;52,89159;111226;1;22685;PROITZE;Wat ßitten dar van lüttk Vagels babn up de lüttk Müer?;Vagels;a;;;
10,52559;52,92076;112469;1;22773;HOLDENSTEDT;Watt sitzt da vorr Vagel oben upp däih Muer.;Vagel;a;;;"oben: e sehr klein; däih: Trema sehr weit oben"
11,11794;52,92444;110640;1;22796;WUSTROW (WENDLAND);Wat sidd'n da för Foggeln upp de Muerken.;Foggeln;o;;;Muerken: ken mit anderem Stift korrigiert
11,39455;52,94488;106959;1;22810;LOMITZ;Wat sidd'n dar van lütt Vogg'ln bab'm up dë͜ï lütt Mu'r?;Vogg'ln;o;;;"dë͜ï: dë͜ï̇?; lütt: vermutlich aus lutt korrigiert"
11,64245;52,9155;120633;1;22819;JEGGEL;Wat sitten do͡a für Vo͡agelkens boaben up det Muerken?;Vo͡agelkens;o͡a;;;
11,92033;52,95775;121751;1;22832;GROSS LￃﾜBEN;Wat sittn da vön Vögelkns bowen up de Mur?;Vögelkns;ö;;;
12,2009;52,94353;126375;1;22846;GￃﾖRIKE;Wat sitten da för Vögelken oben (boben) up dem Mauerchen.;Vögelken;ö;;;boben: über oben geschrieben
6,89919;51,41868;101223;1;22910;HOLTHAUSEN;Wat sitten do för Vögelsches bowen op dem Müürken.;Vögelsches;ö;;;
7,14475;51,42633;101667;1;22931;DAHLHAUSEN;Wat sittet do für Vüogelkes buoben ob dem Müerken?;Vüogelkes;üo;;;
7,440652873;51,45810976;544034;1;22965;LANGELOH;Wat sit't do͡a füö Vü͡ögelkes uo͡am op dem Mü͡erken?;Vü͡ögelkes;ü͡ö;;;
7,72969;51,46063;102743;1;22990;HALINGEN;Watt sittet dho füär Vügelkeß oawen op diäm Miuerken?;Vügelkeß;ü;;;
7,96057;51,4516;103028;1;22998;NEHEIM;Bat sittet do füähr Vüegelkes uowwen op diäm Muierken?;Vüegelkes;üe;;;Bat: a eher rund/lateinisch
8,22732;51,47615;101380;1;23010;NIEDERBERGHEIM;Wat sittet do fö͝är Vülekes uo͝awen op di͝äm Muiërken?;Vülekes;ü;;;
6,36299;51,57103;102751;1;23021;KAPELLEN;Wat setten do͡ar vönn Möskes ba͡uwen op et Mü͡erke?;Möskes;;;;
6,6022;51,54559;102995;1;23031;RHEINBERG;Wat sette dor von Vögeljes ob et Mürke?;Vögeljes;ö;;;
6,901533702;51,5894299;544066;1;23184;HOLTHAUSEN BEI KIRCHHELLEN;Wat sidt dor vöhr Vügelken a͡oven op dat Mührken?;Vügelken;ü;;;
7,13741;51,59252;103406;1;23191;HERTEN;Wat sitt dou var Vüögelkes buamm op dät Müäken?;Vüögelkes;üö;;;
7,39916;51,62422;102331;1;23207;WALTROP;Wat sitt dua füä'n Vüögelken buom'n op dat Müöken.;Vüögelken;üö;;;
7,66172;51,59444;103160;1;23218;KAMEN;Watt sittet du͜o fö͜er Vüggelken u͜owen op diäm Mu͜ierken? ;Vüggelken;ü;;;
7,93087;51,65191;102847;1;23231;NORDDINKER;Wat sitt dio föer Vüegelkes, doe boem op dat Muierken?;Vüegelkes;üe;;;
6,07057;51,70749;103882;1;23261;KESSEL;Watt sedde dor fön mö̆ßkes bōwe obbet (ob dat) Mürke?;mö̆ßkes;;;;
6,33914;51,70982;101179;1;23271;KEHRUM;Wat setten dorr vön Möskes bowe op et Mürrecke?;Möskes;;;;
6,59016;51,72886;103878;1;23284;HAMMINKELN;Wat set dor för Vögeljes bowen op et Mührken?;Vögeljes;ö;;;
6,86433;51,74642;102304;1;23293;ERLE;Wat sitt do vön Wöggelken up dat Müerken;Wöggelken;ö;;;
8,231584076;51,66488154;544138;1;23343;GÖTTINGEN;Wat sitt doar vö Vügelkes uowen up dem Moierken.;Vügelkes;ü;;;
22,66645761;54,4857982;547762;1;2338;WENSLOWISCHKEN (VOZNESENSKOYE);Wat hucke do͜a farr Vägelkes bo͜awe opp datt Murke?;Vägelkes;ä;;;
7,13224;51,75267;102730;1;23402;HOLTWICK;Wat sitt doah vöhr Vüälkes buoven up de Mühren.;Vüälkes;üä;;;"doah: vor Wort d und dicker schwarzer Fleck durchgestrichen; buoven: o aus v korrigiert"
7,39511;51,76309;103922;1;23412;SEPPENRADE;Watt sit't daor vör Vüeggelkes buowen up dat Müerken?;Vüeggelkes;üe;;;
7,5934;51,81826;102429;1;23419;DAVENSBERG;Wat sit't do vö Vügelkes up dat Müerken?;Vügelkes;ü;;;
7,94635;51,80536;101460;1;23426;VORHELM;Wat sint dat fä Fügel doa buoawen up dat Müerken? ;Fügel;ü;;;
8,20222;51,80379;101255;1;23435;STROMBERG;Wat sidt do vo Vügelkes burme up dat Müerken;Vügelkes;ü;;;
7,090871267;51,94956678;544165;1;23453;STOCKUM BEI COESFELD;Wat sittet doh deh Vüögelkes buom upp deh Müakes?;Vüögelkes;üö;;;
7,35441;51,92822;103416;1;23466;NOTTULN;Watt sind datt vör Vügelkes, do buorm up datt Müerken.;Vügelkes;ü;;;
7,61785;51,96303;101405;1;23471;MÜNSTER;Watt sittet doa füör Vürgelkes buoven up dat Müerken?;Vürgelkes;ü;;;
7,89819;51,97427;102244;1;23478;EINEN;Wat sitt dao fär Vogelkes baon op dat Müerken;Vogelkes;o;;;
8,14209;51,97737;102153;1;23483;GREFFEN;Watt sit’t dor fö Vügelkes bouaven up de Möürkes. ;Vügelkes;ü;;;
6,255515898;51,85708916;544174;1;23494;SPEELBERG;Wat séte dō̄r fȫr mȫskes bō̄wen oß et mürke?;mȫskes;;;;
6,59361;51,87915;103952;1;23498;HEMDEN;Watt sitt dor för Vöggelkäs bowen upp dat Mührken?;Vöggelkäs;ö;;;
6,85711;51,90792;101671;1;23507;WESEKE;Wat sittet dor för Vöggelkes bouwen up dat Moerken.;Vöggelkes;ö;;;
5,8999;51,01437;547392;1;23545;TÜDDERN;Wat sette doa für Vügelkes boven op dat Mürke.;Vügelkes;ü;;;
6,17221;51,03878;134430;1;23566;PORSELEN;Wat sette doch für Vügelkes ohfen ob dat Mürreke.;Vügelkes;ü;;;
6,40679;51,04786;135008;1;23602;HOLZWEILER;Wat setze do för Vügelcher ob dem Mürche?;Vügelcher;ü;;;
6,69129;51,07309;135418;1;23630;EVINGHOVEN;Wat setzen do fürn Vöggelcher ovven op däm Mürche?;Vöggelcher;ö;;;
6,974307355;51,08552788;544260;1;23817;REUSRATH;Wat setzen do vünn Vülcher offen ob dem Mürche?;Vülcher;ü;;;
7,21868086;51,10219986;535471;1;23843;(STOLZENBERG);Watt setten da͡o förr Vögelcher o͡uwen op dem Mü'rchen?;Vögelcher;ö;;;
7,482521669;51,11069717;544279;1;23858;OBERKLÜPPELBERG;Watt sitten do för Vügele ovven op dem Müerchen.;Vügele;ü;;;
7,75338;51,12;101712;1;23873;VALBERT;Watt sittet duoh für Vüelcher uoven op diäm Müerchen.;Vüelcher;üe;;;
8,00787;51,15597;102266;1;23885;SPORKE;Wat sittet do fiär Vu͡ielkes u͡owen op diäm Mui͡erken?;Vu͡ielkes;u͡ie;;;
8,28584;51,15411;103666;1;23902;SCHMALLENBERG;Wat sittet do füär Vügelkes uawen op dem Muierken.;Vügelkes;ü;;;
6,16371;51,21195;134714;1;23906;ELMPT;Wat setten doh föhr Möschkes boven op dat Müerken.;Möschkes;;;;
6,42005;51,22806;134866;1;23922;HELENABRUNN;Wot seten doa vör Vügelkes ob dot Mürken.;Vügelkes;ü;;;
6,680221539;51,21619719;544290;1;23933;WEIßENBERG;Wat sétte dô (k) för Vüelsches bôwen op dem Müerke?;Vüelsches;üe;;;
20,99338566;54,40519107;547780;1;2398;MERTENSDORF (TJOMKINO);Wat settn da fa Vägelkes ob dem Muake.;Vägelkes;ä;;;
21,28673749;54,40141987;547789;1;2409;TRAUSEN (LIPNYAKI);Watt hucke da farre Vägelkes bo͡awe u͡oppem Miake?;Vägelkes;ä;;;
6,9077;51,25791;135601;1;24107;HUBBELRATH;Watt sette do van̄ Vögelsches owe op dem Mührke.;Vögelsches;ö;;;WS 36: steht bei WS 35
7,19655;51,27156;136207;1;24134;BARMEN;Watt setten do vör Vögelsches owen ob dem Mürken.;Vögelsches;ö;;;
7,439350364;51,27752811;544345;1;24156;DELLE;Wo͜at sittet do͜a fär Vü͜ögelkes ob di͜äm Müërken?;Vü͜ögelkes;ü͜ö;;;fär: für?
7,67985;51,28832;103687;1;24167;ALTENA;Bat sittet do för Vü͡elekes o͡awen op di͡äm Müerken?;Vü͡elekes;ü͡e;;;
7,984;51,29586;102939;1;24180;STOCKUM;Batt sittet do fiär Vi͜ülkes oaven opp diäm Muierken.;Vi͜ülkes;i͜ü;;;
6,38696445;51,38212687;545780;1;24208;WALL;Wat setten do für Vägelkes boven op dat Müerken?;Vägelkes;ä;;;
6,6309;51,39584;104010;1;24218;VENNIKEL;Wat setten do van Vögelsches bowen ob de Mürkes?;Vögelsches;ö;;;
21,56653326;54,36655007;547807;1;2426;GROￃﾟ PENTLACK (KAMENKA);Wat houke da vor Vägelgkens da dawe obe Muhr.;Vägelgkens;ä;;;
21,82957764;54,3617094;547817;1;2436;KOWARREN (ZAOZERNOYE);Wat hucke da ferre Vägelkes bawe op de Murkes?;Vägelkes;ä;;;
8,81166;51,02736;96272;1;24360;BOTTENDORF;Wos setzten do feren Vegelcher do owen off den Mierche.;Vegelcher;e;;;
9,09777;51,04852;100016;1;24380;BERGFREIHEIT;Was sitzen do fer Vegelcher owen uf den Meierche?;Vegelcher;e;;;
9,35252;51,03159;96729;1;24412;ROPPERSHAIN;Boas setzen do fär Velerchen uf dem Mierchen?;Velerchen;e;;;
9,63006;51,04594;95575;1;24431;KONNEFELD;Was setzen do verr Vöhlerchen da oben of dem Mihrchen.;Vöhlerchen;öh;;;
9,8863;51,06005;96740;1;24454;BERNEBURG;Was setzen do ver Vegellerchen owen off dem Mürchen?;Vegellerchen;e;;;
10,13366;51,0732;98981;1;24466;LￃﾜDERBACH;Was setzen do ferr Velerchen ouwen uff dän Mierchen?;Velerchen;e;;;
8,56285;51,15356;101970;1;24490;ZÜSCHEN;Watt sitten do viärr Vügelker owen ob diäm Müerken?;Vügelker;ü;;;
22,13331286;54,34995769;547834;1;2452;KLESCHOWEN (KUTUSOWO);Wat hucke doa de Vägelkes bowe op dat Murke? (boawe);Vägelkes;ä;;;
8,79521;51,1695;94257;1;24636;RHADERN;Watt sitten do förr Vöggelker owen upp den Müürken?;Vöggelker;ö;;;
9,08456;51,18648;99290;1;24659;BUHLEN;Was setzen do fer Veilercher owen of d'n Mi=erchen?;Veilercher;ei;;;
19,52712;54,32024;375013;1;2466;TOLKMICKO;Watt sötte dåa fă Vägelkes båwe opp'm Muake (auch Miake)?;Vägelkes;ä;;;
9,33089;51,20406;98544;1;24677;METZE;Wos setzen do fär Veilerchen owän off däm Mierchen?;Veilerchen;ei;;;
9,59177;51,21072;100950;1;24695;WATTENBACH;Woß setzen do fär Vöggelchen ow̄en off däm Mien̄rchen.;Vöggelchen;ö;;;
9,90463;51,20911;101088;1;24715;VOCKERODE;Was sitzen do ferr Veilerchen ouwen ouff dem Mirchen.;Veilerchen;ei;;;
10,14349;51,22692;138955;1;24737;GROSSTￃﾖPFER;Was sitzen doh fer Vogelchen öben uff dähm Mührchen.;Vogelchen;o;;;
19,83808;54,29556;152242;1;2474;PIERZCHALY;Wat sötte doa fa Vägelkes bowe op em Müake?;Vägelkes;ä;;;
20,09813884;54,30449343;547844;1;2482;PETERSWALDE (PIOTROWIEC);Wat hucke doa va Vägelkes bowe opem Müake?;Vägelkes;ä;;;
8,48993;51,35499;101289;1;24884;OLSBERG;Watt sittet do füir Vühgelkes do ouwen opp diäm Müirken?;Vühgelkes;üh;;;
8,76465;51,34354;95069;1;24901;SUDECK;Wat sittet do für(r) Függelkes obbene up denn Mu͜ierken?;Függelkes;ü;;;
9,03822;51,35057;94608;1;24917;BRAUNSEN;Wat sittet do für Vägelkens abene up dem Müerken?;Vägelkens;ä;;;
9,30371;51,36918;98507;1;24926;ZIERENBERG;Wad sidden do för Vögelerken owen ub den Muren?;Vögelerken;ö;;;
20,36688;54,27806;153661;1;2494;SARUNY;Wat hukke da fa Vogelkös bowe ob em Muake?;Vogelkös;o;;;em: aus dem korrigiert
9,56267;51,37759;105985;1;24942;SPEELE;Was sitzen do vör Vögel bobben uf der Mühre?;Vögel;ö;;;
9,86152;51,40459;100251;1;24959;HERMANNRODE;Wat sittet da vor Vögelchen oben ub dän Mäuerchen.;Vögelchen;ö;;;
20,66778;54,26158;524034;1;2507;WOJCIECHY;Wat sötte da fa Vägelkes boawe opp em Mieake?;Vägelkes;ä;;;
8,48718;51,5111;103245;1;25113;MEISTE;Wat sittet do füör Vülekes uawen op dem Muierken?;Vülekes;ü;;;"füör: ü nicht eindeutig/sehr schmal, aber in WS31 füör; Vülekes: erstes e relativ dick"
8,74005;51,51591;103985;1;25131;FÜRSTENBERG;Wat syd dat förr Vöhlekens uewen op dem Mö(u)reken?;Vöhlekens;öh;;;
9,02706;51,52914;102192;1;25136;SCHERFEDE;Wat sittet do für ein Vügelken ūwene up diem Mö͡üerken?;Vügelken;ü;;;
9,2802;51,53451;103788;1;25150;KÖRBECKE;Wat sittet da für Vügele o͡ubene up di͡än Mäuerken?;Vügele;ü;;;
9,58599;51,57712;98123;1;25163;GOTTSTREU;Wat sitten da vor Vögelchen ub dem Müürken?;Vögelchen;ö;;;
9,84441;51,56385;115273;1;25179;ESEBECK;Wat sittet da vor Vögelken ob'n up de Mürken.;Vögelken;ö;;;"Wat: t nicht eindeutig/korrigiert, laut Karte 602 Wat; ob'n: Apostroph sehr lang/bis zum Zeilenstrich; up: p hat auch Oberlänge, vermutlich aus ub korrigiert, laut Karte 144 up"
10,11311;51,57322;112706;1;25197;EBERGￃﾖTZEN;Watt sittet da var Vȫgĕlĕ oh'm up dä Meujern?;Vȫgĕlĕ;ȫ;;;
8,4739;51,66242;102200;1;25214;BÖNNINGHAUSEN;Wat sittet doh füör Vügelkes opp diän Muierken?;Vügelkes;ü;;;
8,72275;51,65689;520373;1;25223;KIRCHBORCHEN;Wat sittet do för Völekens uowen op den Möirken?;Völekens;ö;;;
9,03645;51,70522;103925;1;25343;SIEBENSTERN;Wat sittet da för Vägelkens uowen up diem Mürrken?;Vägelkens;ä;;;
9,2916;51,70661;103667;1;25354;BRUCHHAUSEN;Wat sittet da vör Fügel uaben up däi Muiren?;Fügel;ü;;;
9,55747;51,68976;113416;1;25363;SCHￃﾖNHAGEN;Wat sittet da för fögelken bowen up dat Müerken;fögelken;ö;;;
9,81843;51,72098;104519;1;25373;OLDENRODE;Watt sittet da for Vögelken oben up den Muirken?;Vögelken;ö;;;
10,12307;51,7211;112731;1;25391;MARKE;Wat sittet d(oa) vor Vügelken uhm up den M(öau)erken?;Vügelken;ü;;;
8,4904;51,81524;102972;1;25407;WESTERWIEHE;Wat sitt't do vö Vügelkes buom up dat Möüerken.;Vügelkes;ü;;;
8,773504023;51,83629146;545832;1;25514;HAUSTENBECK;Wat sittet dor för Vügelkens boben up 'er (sprich upper) Mürken?;Vügelkens;ü;;;
8,98811;51,85941;104162;1;25522;HEESTEN;Wat sit't dor för Vülken up deu Muerken?;Vülken;ü;;;
9,27971;51,88107;101582;1;25543;RISCHENAU;Wat sitt do för Vühle boben up der Muhren?;Vühle;üh;;;
9,52332;51,86619;111168;1;25560;LOBACH;Watt sittet da vor Vögelchen oben up dem Muirchen.;Vögelchen;ö;;;
9,80806;51,87024;112147;1;25579;WENZEN;Watt sittet da vorr Vögelken boben upp den Muierken?;Vögelken;ö;;;
10,06521;51,88856;108993;1;25596;ACKENHAUSEN;Wat sittet doa vour Vögelchen uben ub däen Muierchen?;Vögelchen;ö;;;
10,32269;51,91222;114173;1;25607;WOLFSHAGEN IM HARZ;Watt sitt da for Vegelken bu͡oben up'r Mi͡ure?;Vegelken;e;;;
7,30554;50,44882;96238;1;25798;KELL;Bat setze do für Vügelche owe ob dem Mäureche.;Vügelche;ü;;;
7,59824;50,45682;95124;1;25824;STROMBERG;Batt setzen do verr Vielcher owe off demm Mäuerche?;Vielcher;ie;;;
7,83027;50,46395;97399;1;25845;STAUDT;Wot setze do fver Välga owe of dem Maierche;Välga;ä;;;fver: ver (<f> vergessen durchzustreichen?)
22,36881;54,311;149290;1;2586;JURKISZKI;Watt hucke doa farre Vägelkes boawe ob dem Murke?;Vägelkes;ä;;;
8,10298;50,47351;98421;1;25876;STEINBACH;Wat setze do fer Vilerche ouf dem Mäuerche?;Vilerche;i;;;
6,25276;50,53528;135386;1;25904;HÖFEN;Wat setzen do vörr Vühlcher ovven op dem Müertche?;Vühlcher;üh;;;
6,50041;50,57166;134862;1;25914;GEMÜND;Watt setz doo für Vüjelche ô͡eve op dämm Mü͡eche.;Vüjelche;üj;;;
22,66316;54,29125;148578;1;2602;MACIEJOWIETA;Wat hukke da far Vägelkes bawe ob dat Muurke?;Vägelkes;ä;;;
6,7722;50,58589;136417;1;26141;IVERSHEIM;Wat setze do füe Vüggelche oefe op demm Müeche?;Vüggelche;ü;;;
7,03325;50,58326;94431;1;26155;GELSDORF;Wad sen do füen Vöelche ob dem Müeche.;Vöelche;öe;;;
7,27917;50,58777;96207;1;26178;OHLENBERG;Badd setzen do für Vüjelcher ob dem Mürche?;Vüjelcher;üj;;;
7,56153;50,62782;96159;1;26205;SEIFEN;Watt setzen do vö Vüjelcher owwen of dem Mäuerchen?;Vüjelcher;üj;;;
7,82891;50,63867;94397;1;26228;GEHLERT;Wat setzen da für Vügelcher obven off dem Mäuerche.;Vügelcher;ü;;;obven: laut Karte 75 oven
8,08253;50,64513;93991;1;26261;WAIGANDSHAIN;Wat sitze do für Vichel uwe uf dem Mäuerche.;Vichel;i;;;
8,3276;50,65381;100248;1;26283;SINN;Woß setze do für Vielcher owe of dem Mäuerche.;Vielcher;ie;;;
6,21713;50,70959;136173;1;26312;VENWEGEN;Wat setzen do vör Veuelcher ofen ob ühr Mührchen.;Veuelcher;eue;;;
6,47982;50,72767;136573;1;26324;ÜDINGEN;Wat setze do füe Vügelche uofe ob demm Müeche?;Vügelche;ü;;;
6,74579;50,73906;134374;1;26351;BORR;Watt setze doh füe Vüelche op däm̄ Müeche?;Vüelche;üe;;;WS 36: steht bei WS 35
7,011607837;50,75523282;535359;1;26578;ROISDORF;Wat setze doh füe Vügelche ovve op demm Müeche?;Vügelche;ü;;;
7,264558119;50,77189993;535365;1;26604;GEISTINGEN;Wat setzen do für Vüelcher offen op däm Mürchen? ;Vüelcher;üe;;;
7,51208;50,78124;134372;1;26627;HERCHEN;Wat setzen do für Väuelcher oven op dem Mürchen?;Väuelcher;äue;;;
7,80396;50,77583;99155;1;26642;MITTELHOF;Wat setze do für Vöjelcher owen off dem Mäuerchen.;Vöjelcher;öj;;;
8,07045;50,80893;102925;1;26664;WILDEN;Watt setze doah vohr Vijjelcher oewe off dem Mejjerche?;Vijjelcher;ij;;;
8,310579688;50,82959295;535378;1;26683;STRAßEBERSBACH;Wos setze do fer Vijelcher owe of demm Mäuerche?;Vijelcher;ij;;;
6,186462819;50,8673817;545855;1;26712;MARIAGRUBE;Wat setze do vörr Vüggelcher oave op dat Mürche?;Vüggelcher;ü;;;
6,46479;50,88445;134724;1;26734;NIEDERZIER;Wat setze do füe Vügelchen offe ob demm Müege.;Vügelchen;ü;;;
6,71215;50,91204;136170;1;26753;HORREM;Wat setzen do für e Vüggelche offe op demm Müeche.;Vüggelche;ü;;;
20,97559;54,24857;149052;1;2676;RYGARBY;Wat hucke doa va Vägelkes ob dene Mürke.;Vägelkes;ä;;;
6,99248;50,9154;135446;1;26763;POLL;Watt sētzen dŏh für Vüggelchen ŏvven ōp dämm Mührche?;Vüggelchen;ü;;;
21,22078;54,22234;159955;1;2691;KOLWINY;Wat hucke da fer Vägelkes oben (bo͡awe) ob͜-em Muake.;Vägelkes;ä;;;
7,25578;50,93839;135100;1;27003;HEILIGENHAUS;Watt sétzen do füé Füel opp dä Muhren. ;Füel;üe;;;
7,52408;50,94416;134961;1;27025;FAULMERT;Wat setzen do für Vüölchen oëven ob dem Mührchen?;Vüölchen;üö;;;
21,52149;54,21336;524097;1;2703;SROKOWO;Watt hucke da varr Vägelkes bowe oppem Mühake.;Vägelkes;ä;;;
7,76182;50,96107;135882;1;27038;HAHNSEIFEN;Wadd setzen do för Vüelchen owen ob dem Müerchen? ;Vüelchen;üe;;;
8,05073;50,98044;102766;1;27064;MÜSEN;Wat setze do vöre Vogelcher ueve ob dem Müerche?;Vogelcher;o;;;
8,29625;50,99744;103809;1;27074;SCHAMEDER;Wos setze do fer Vegelcher owe uf dem Mögerche.;Vegelcher;e;;;
8,88892;50,0083;100401;1;27106;DUDENHOFEN;Woas sitze do vor Vigelcher uwwe uff-em Meierche.;Vigelcher;i;;;
9,19134;50,02903;82332;1;27135;WENIGHÖSBACH;Wos setzn do fär Vi̮g̮elche dowe uf̮ dem Mäuerchen.;Vi̮g̮elche;i̮;;;
21,84831;54,19826;152888;1;2715;STREGIEL;Wat hucke doa färr Vägelkis boawe oppet Murke.;Vägelkis;ä;;;
9,42905;50,03327;89686;1;27150;WIESTHAL;Was sotzen do für Vögelchen oben of dem Mäuerchen.;Vögelchen;ö;;;
9,70265;50,03536;90954;1;27163;MASSENBUCH;Woas sitza doa für Vöigelich oba uf dam Mäuerle?;Vöigelich;öi;;;
9,97227;50,0501;83244;1;27186;NEUBESSINGEN;Woos sitza da för Vöügali ouben uf dan Mäuierla?;Vöügali;öü;;;
10,2216;50,0744;73843;1;27209;DITTELBRUNN;Wos sitza da für Vagali ouba auf dan Mäuerla?;Vagali;a;;;
8,37568;50,14973;99243;1;27223;VOCKENHAUSEN;Woß sitze do für Vigelcher dr uwe uff dem Mäuerche?;Vigelcher;i;;;
8,64714;50,16176;94522;1;27244;HEDDERNHEIM;Was sitze da vor Vögelcher owwe uff'em Mäuerche?;Vögelcher;ö;;;
22,08998;54,1819;147123;1;2727;BUDZISKA;Wath hucke doh färre Vägelkes op de Muhrke?;Vägelkes;ä;;;
8,91949;50,17877;95559;1;27425;BRUCHKÖBEL;Wo's setze do vir Vigelchern ohwe uff dem Mäuerche?;Vigelchern;i;;;
9,15681;50,1871;95948;1;27444;HAILER;Wa͡os setze da͡o fier Vichelchern owe uff demm Mauerche?;Vichelchern;i;;;
22,3755;54,1671;149930;1;2746;CHELCHY;Wat hucke do vere Vägelkes bowe oppe Muerke.;Vägelkes;ä;;;
9,47236;50,1902;94694;1;27461;OBERNDORF;Wos setze dann do owe für Vögelche off dem Mäuerche?;Vögelche;ö;;;
9,68792;50,24181;72810;1;27469;ROSSBACH;Bos sitzĕn do für Vögelich doba of'm Mäuerje?;Vögelich;ö;;;
9,95785;50,22152;88638;1;27480;HASSENBACH;Wos für Vöügl saitza doa ouf die Mauer?;Vöügl;öü;;;
10,23457;50,21516;89284;1;27501;POPPENLAUER;Wos sitzä doä für Vöügälich oubä uff dos Mäuärlä?;Vöügälich;öü;;;
8,38494;50,32567;96184;1;27507;CRATZENBACH;Woas setza do fer Fichelch'r owa off dem Moïrcha?;Fichelch'r;i;;;
19,53293;54,15703;370990;1;2762;WILKOWO;Wat sette doue fe Vägelkes bouwe ob dem Mueke?;Vägelkes;ä;;;
8,61792;50,34179;94840;1;27692;FRIEDRICHSTAL;Wos setze do für Viggelcher owe off dem Mauerche!;Viggelcher;i;;;
8,89683;50,34677;99813;1;27719;LEIDHECKEN;Woas setze do(u) fir Vielecher o͡awe uff d'm Mäuerche?;Vielecher;ie;;;
9,14844;50,36327;99303;1;27742;GELNHAAR;Woas setze do fir Vig'lchen owe uf d'm Meu'rche?;Vig'lchen;i;;;
9,42231;50,36852;95263;1;27765;ULMBACH;Bos setze do för Vögellerje owe off dem Mäuerje?;Vögellerje;ö;;;
9,6511;50,39612;97574;1;27775;EICHENRIED;Baes setze doe für Vogelerche owe off dämm Mäurchr?;Vogelerche;o;;;
9,91324;50,3768;89689;1;27792;WILDFLECKEN;Bos setze do für Voeglerin off'm Mäuer'ie;Voeglerin;oe;;;
10,20383;50,40168;86475;1;27807;BASTHEIM;Bos setze doa fär Vögelig oba uf dos Mäuerla;Vögelig;ö;;;
19,82948;54,1413;372304;1;2781;KARWINY;Was sötze da färr Vägelches obe off dem Mauerche?;Vägelches;ä;;;
8,38038;50,49119;94797;1;27821;PHILIPPSTEIN;Woas sätze do fir Vögelche owe ouf d'm Mäuerche?;Vögelche;ö;;;
