Ort::Longitude;Ort::Latitude;Ort::REDE_GIDs;Ort::Sprache;Bogennummer;Ort::Name;Transliteration WS 36;Wortform WS 36;Stammvokal WS 36;Stammvokal Überprüfung;Kategorie;Anmerkungen WS36
21,36986045;54,92959481;541608;1;1588;ALT SUSIMILKEN (TARASSOWKA);Wat huckn do varre Vogelkes bowe op'm Murke.;Vogelkes;o;;;
15,16928862;50,67533905;543079;1;15971;PULETSCHNEI (PULEￄﾌNￃﾝ);Wos sötzen dou fr Voucherle dubn of dan Mäurle?;Voucherle;ou;;;
14,39168331;50,63206481;543083;1;15975;GRABER (KRAVAￅﾘE);Wôs sitzn dat vr Vôgln ubn ufn Mäurichl?;Vôgln;ô;;;
14,62813223;50,58543476;543108;1;15989;THAMMￃﾜHL (STARￃﾉ SPLAVY);Wos sitzn dou für Vougln uff dan Mäuerle.;Vougln;ou;;;
14,90460482;50,62283086;543114;1;15995;PROSCHWITZ (ￄﾌESKￃﾁ PROSEￄﾌ);Wos setzen dou fur Vugle uben uf dan Mauerle.;Vugle;u;;;
15,42528858;50,77531258;543126;1;16007;HARRACHSDORF (HARRACHOV);Wos setzn do fr Vechl ubn off dan Mäuerle?;Vechl;e;;;
15,53;50,68;543132;1;16015;WITKOWITZ (VÍTKOVICE);Wos setzn dô fər Vôchəla of dan Mäuəla?;Vôchəla;ô;;;
15,69389245;50,59885819;543165;1;16050;FORST (FORT);Wos setzn do fier Vȫchelen ūbn off damm Meiala?;Vȫchelen;ȫ;;;
15,94353338;50,59404379;543176;1;16063;GABERSDORF (LIBEￄﾌ);Wos setzn dort für Vöchalan of dam Maurla?;Vöchalan;ö;;;
16,19811359;50,59375748;543192;1;16083;BODISCH (BOHDAￅﾠIN);Wos setzan do fer Vochalan of dam Mäuala?;Vochalan;o;;;
15,68710662;50,45583613;543232;1;16139;ZWITSCHIN (ZVIￄﾌINA);Wos setza do für Vehalan ua of dam Maiala?;Vehalan;e;;;
15,95476147;50,41624184;543256;1;16154;GROￃﾟBOCK (VELKￃﾁ BUKOVINA);Wos sêtza dô für Vöchalan ua of dam Meiala?;Vöchalan;ö;;;Meiala: aus Mäuala korrigiert
13,05587082;50,43936341;541285;1;16179;SCHMIEDEBERG (KOVￃﾁￅﾘSKￃﾁ);Wos sitzn do fr Vöchala um a of sattn Meierla.;Vöchala;ö;;;
22,56764471;54,97028491;541640;1;1626;TULPENINGKEN (ZAREￄﾌNOE);Wat hukke da vare Vägelkes bawe opp dat Murke.;Vägelkes;ä;;;
12,57748601;50,27813882;543362;1;16276;WAITZENGRￃﾜN (LOUￄﾌNￃﾁ);Wous sitzn dåu für Vöichala uam af den Meierl?;Vöichala;öi;;;
22,74958463;54,93330301;541641;1;1628;WISBORIENEN (LIVNY);Wat hucke doa var Voagelkes boawe opem Mueke?;Voagelkes;oa;;;
12,81664271;50,27172568;543381;1;16298;SITTMESGRￃﾜN (MEZIROLￃﾍ);Wos fara Vüachala sitz'n dona uam aff dian Meiala?;Vüachala;üa;;;
13,07091971;50,29350573;543403;1;16322;PETERSDORF (PETROV);Wos sitzn dao fara Viachala am Majel.;Viachala;ia;;;
13,33150857;50,28046432;543417;1;16338;PODLETITZ (PODLESICE);Wos sitzn do fir Veechala úm afn Meierl?;Veechala;ee;;;
12,31495822;50,12170839;545775;1;16442;KROPITZ (KRAPICE);Wos sitz'n dau für a Vüaghala druam af dean Maiala?;Vüaghala;üa;;;
12,5660173;50,11207273;545875;1;16470;EBERSFELD (PODLESI);Wås sitzt denn dort übern fürn Vürgerl af der Mauer.;Vürgerl;ü;;;
12,81723239;50,11499453;545897;1;16491;RABENSGRￃﾜN (HAJE);Wos sitzn dåu vü Vöichåla ăbm af den Maiåla?;Vöichåla;öi;;;
13,06282229;50,10501819;545929;1;16523;LINTSCH (HLINEￄﾌ);Wos sitzn dåo für Viachala af enkan Majala?;Viachala;ia;;;
20,82988029;54,91975148;541763;1;1654;POSTNICKEN (ZALIVNOE);Watt hucke doa fa Vägelkes bowe ob dem Muake?;Vägelkes;ä;;;
13,28661929;50,01766262;547005;1;16602;KLOTANTSCHEN (KOTANEￄﾌ);Wos sitzn dou fârâ Viachâlâ uam af den Meijâla.;Viachâlâ;ia;;;
13,35918004;50,44766083;547083;1;16610;TSCHERNOWITZ (ￄﾌERNOVICE);Wos sitzen do für Vugln af dr Mauer ubn.;Vugln;u;;;
13,59572928;50,44732335;547097;1;16625;HAWRAN (HAVRAￅﾇ);Wos sitzen dert füriche Vugln of dr Mauer?;Vugln;u;;;
13,83616126;50,45194726;547107;1;16636;LIEBSHAUSEN (LIBￄﾌEVES);Wos sitzen do für Vocherlen ubn uf dan Meierle.;Vocherlen;o;;;
21,06375338;54,89622754;540911;1;1664;LABAGIENEN/HAFFWINKEL (ZALIVINO);Wat hukke da fa Vägelkes bawe op dem Muake.;Vägelkes;ä;;;
13,74314777;50,35326555;544619;1;16670;PRIESEN (BￅﾘEZNO);Wōs sitzň do für Vuchela ubm am de Meierla?;Vuchela;u;;;
13,62176599;50,29310664;544637;1;16689;LIBESCHITZ (LIBￄﾚￅﾠICE);Wŏs sitzen dō fīr Vūchele ūm ăf dĕn Meiarla?;Vūchele;ū;;;
13,35397155;50,12209626;544671;1;16725;LESCHKAU (LEￅﾽKY);Wos sidzn dou vira Vochala uhm af denn Majala.;Vochala;o;;;
13,59466133;50,10758345;544773;1;16739;PSCHOBLIK (PￅﾠOVLKY);Wos sitz'n do fir Vechala u'm af'n Meierl?;Vechala;e;;;
14,38722099;50,064376;544698;1;16751;PRAG-SMICHOW (SMￃﾍCHOV);Was sitzn da für Vogrln oben auf der Mauer.;Vogrln;o;;;
16,994619;50,411871;544699;1;16755;WEIￃﾟBACH (BￃﾍLￃﾝ POTOK);Woas setza do für Vegala uba off dam Meiala?;Vegala;e;;;
16,31555194;50,30491688;544714;1;16770;SCHEDIWY (ￅﾠEDIVINY);Wos setza do vr Vechalan do duwa uff dam Moirla?;Vechalan;e;;;
16,48013663;50,26863043;540583;1;16775;FRIEDRICHSWALD (ORLICKￃﾉ ZￃﾁHOￅﾘￃﾍ);Wo͡as setzan do vr Vöchalan dat uwa off dam Mäurla?;Vöchalan;ö;;;
17,24183624;50,25517092;534177;1;16801;BￃﾖHMISCHDORF;Wos setz'n do fir Vegala ubn ofm Meiala?;Vegala;e;;;
16,46560671;50,16530112;544744;1;16814;ROKITNITZ (ROKYTNICE);Wos setzan do für Vecherlan uwa offm Mäuerla?;Vecherlan;e;;;
21,65075358;54,87658737;541395;1;1683;KREUZINGEN (BOL'SHAKOVO);Wat hukke da fere Vaegelkes bawe op de Muerke?;Vaegelkes;ae;;;
16,71044888;50,0763027;544815;1;16876;NIEDER-ULLERSDORF (DOLNￃﾍ BOￅﾘￃﾍKOVICE;Wos sitza do fur Vöhla uwa of dam Moirla!;Vöhla;ö;Korrektur: öh;;
16,94591816;50,07261368;544825;1;16889;HEINZENDORF (HYNￄﾌICE NAD MORAVOU);Wos setzn do vieriga Vögala om ofn Meirla?;Vögala;ö;;;
17,29069553;50,02964652;534416;1;16907;KARLSDORF;wōəs ʃẹ̄tsn̥ den dô fīr veêgɒla dô drûəm of dān maêɒla?;veêgɒla;eê;;;
17,51227875;50,22030266;544860;1;16932;KUHBERG;Wås setzan do für Vegalan of dan Meierla?;Vegalan;e;;;
17,73660283;50,20995029;544873;1;16949;RAUSEN (RUSￃﾍN);Wås setza då fir Vegelan oba of dan Meierla?;Vegelan;e;;;
21,94586611;54,83695164;541701;1;1698;BUTTKUHNEN (POKROVSKOE);Wat hucke do vare Vegelkis bowe op dem Murke?;Vegelkis;e;;;
17,47950091;50,0638888;547161;1;16991;BREITENAU (BRETNOVￃﾁ ￅﾠIROKￃﾁ NIVA);Wo̊s setzen do fir Vegela drubn of dan Meierla?;Vegela;e;;;
17,74608647;50,0470232;544917;1;17012;LOBENSTEIN (ￃﾚVALNO);Woas setzen do fer Vegelan obn of dan Maierla.;Vegelan;e;;;
12,52743214;49,93203052;544930;1;17029;LOHHￃﾄUSER (SLATINA);Wos sitzn dou füa ra Vüachala uam auf (af) dean Maiala?;Vüachala;üa;;;
12,83308709;49,93372209;544959;1;17061;DEUTSCH THOMASCHLAG (NￄﾚMECKￃﾉ DOMASL;Wos sitzn nan dau für Vüachala af derm Meijala?;Vüachala;üa;;;
13,05746787;49,93785404;544964;1;17075;POLINKEN (POLￃﾍNKA);Wos sitzen denn dåu füra Vöichala auf dian Maiala.;Vöichala;öi;;;
22,22011308;54,8699569;541709;1;1708;BALTRUSCHATSCHEN (JAKOVLEVO);Wat huoke doa far Vägelkes boawe opet Muerke?;Vägelkes;ä;;;
12,56427266;49,7720973;540726;1;17138;ALBERSDORF (PￃﾍSAￅﾘOVA VESCE);Woos sitzn dou füa Vüachala af dean Maierla druam?;Vüachala;üa;;;
12,78758496;49,78516666;534185;1;17151;DAMNAU;Wos sitzn dåu für Vüachala ua(b)m afn Maierla?;Vüachala;üa;;;
13,12137244;49,77832844;545061;1;17174;PIWANA (PIￅﾇOVANY);Wos sitzn dåu füra Vöichåla af dian Maiåla?;Vöichåla;öi;;;
13,31836954;49,7932149;545065;1;17178;KOTTIKEN (CHOTￃﾍKOV);Wås sitzn dan f'ra Vi͜ögela u͜am am Meierla.;Vi͜ögela;i͜ö;;;
12,59263476;49,63101848;545130;1;17244;DIANABERG (DIANA);Wos füə Vüəchələ sitz'n dàu uəm ā̽f dẽn Meiələ?;Vüəchələ;üə;;;
12,83611997;49,61401094;545150;1;17266;WIEDLITZ (VIDICE);Wos sitzn dau füa Viachala auf dian Meiala uam?;Viachala;ia;;;
13,06318469;49,63824558;545157;1;17273;HONOSITZ (HONEZOVICE);Wos sitzn dau fia Viachala uam af dian Majala?;Viachala;ia;;;
13,29099949;49,65550872;545165;1;17281;DOBRZAN (DOBￅﾘANY);Wos sitzn daou füa Vüachala uam af dian Maiala?;Vüachala;üa;;;
12,99003795;49,5009234;545187;1;17306;BLISOWA (BLￃﾍￅﾽEJOV);Wos sitz' nan dao füa Vüachala af dean Meiala druabm?;Vüachala;üa;;;
16,39993838;49,94474447;534524;1;17309;HILBETEN;Wos sitzn do fr Vögalich dum afn Majrla.;Vögalich;ö;;;
16,70920166;49,91307027;545200;1;17325;SCHￃﾖNWALD (STRￃﾁￅﾽNￃﾁ);Wos setza do für Vöchala uba of dam Mäuerla.;Vöchala;ö;;;
19,98061971;54,80011714;541735;1;1733;ROTTENEN (RAKTINO);Wat hiucke doa fa Vägelkes boawe op de Miurke?;Vägelkes;ä;;;
17,02418646;49,91272165;545239;1;17374;OBER-ULLISCHEN (HORNￃﾍ OLEￅﾠNￃﾁ);Woas setzn dou firicha Vejgl obn off dan Meierla?;Vejgl;ej;;;
17,21258288;49,90928348;545250;1;17389;BERGSTADT (HORNￃﾍ MￄﾚSTO);Wos seinen doas fir Vegel of dan Meierla?;Vegel;e;;;
20,16992129;54,80001676;541741;1;1741;POJERSTIETEN (KOLODCY);Wat hucke da va Vägelkes bawe ob dem Muake.;Vägelkes;ä;;;
16,69330997;49,75727865;545300;1;17433;RANIGSDORF (LINHARTICE);Wos sitzn du fir Vigelich ofn Meijela ubn?;Vigelich;i;;;
16,92061223;49,77656682;545309;1;17442;MￃﾜGLITZ (MOHELNICE);Wos sitz'n do fir Vēgĕlĕn ub'n off den Majerle?;Vēgĕlĕn;ē;;;
17,19747408;49,76489875;545324;1;17460;RIBNIK (RYBNIￄﾌEK);Wos setzen do fir Vegela oubn of dan Meierla?;Vegela;e;;;
16,41268819;49,73996807;545331;1;17468;STANGENDORF (VENDOLￃﾍ);Wos sitzn häi fir Viegalich umauf of dan Gemäurla?;Viegalich;ie;;;
20,50003508;54,76991096;541746;1;1747;BEYDRITTEN (PERVOMAJSKIJ);Wat hucke daa för Vägelkes boawe op dat Murke?;Vägelkes;ä;;;
16,46388;49,64357938;545361;1;17504;NEU-BIELA (LAVIￄﾌNￃﾉ);Wos sitzn du fir Viegalich uf dan G'mäuerla?;Viegalich;ie;;;
16,60789251;49,63015779;545378;1;17512;SCHLETTAU (SLATINA);Bos sann des fir Vigalich ubn of d klonn Mauer?;Vigalich;i;;;
16,87865364;49,57204105;534688;1;17520;RUNARZ (RUNￃﾁￅﾘOV);Bas setsə do fə Vegalen ūbn of̮ dan Māiəla?;Vegalen;e;;;
17,177449;49,571549;540668;1;17521;NEBOTEIN (HNￄﾔVOTￃﾍN);Bous sitz'n d(o)u f(a) Vejgāl ub'n (a)ff den Mäuerl (Maierl);Vejgāl;ej;;;
17,42874992;49,89452106;545414;1;17568;TILLENDORF (TYLOV);Woas setzn do fir Vegerla uom of dan Meierla?;Vegerla;e;;;
20,77992635;54,78017981;541755;1;1758;BRASDORF (ANTONOVKA);Watt hŭcke da fă Vägelkes bo͡awen opp ĕm Muăcke?;Vägelkes;ä;;;
17,70804928;49,89871152;545434;1;17585;MLADETZKO (MLADECKO);Wos setzn do für Vogeln off dann Meierla;Vogeln;o;;;
17,46310188;49,73079462;545479;1;17643;SEIBERSDORF (BￄﾚLￃﾁ);Wos setzn dou fir Vejgala ofn Meiäla?;Vejgala;ej;;;
17,6829573;49,73318935;545492;1;17659;BERNHAU (BARNOV);Wås setzen do fir Vegerlen oben of dan Meierla.;Vegerlen;e;;;
17,97308317;49,70909491;534435;1;17680;KLANTENDORF;Wos sejtzn do fir Vegrln offm Mairle?;Vegrln;e;;;
18,132408;49,68902075;545516;1;17687;ENGELSWALD (MOￅﾠNOV);Wȏs setzn do für Vechêlên uêwe of dam Meierlê?;Vechêlên;e;;;
17,39883118;49,60097829;545524;1;17698;NIRKLOWITZ (MRSKLESY);Wos sein durt fir Vegela auf'm Meierla.;Vegela;e;;;
17,68215393;49,60602071;545541;1;17713;PUNKENDORF (BOￅﾇKOV);Wos setzn dou für Vögerlen ubn of dan Meierla?;Vögerlen;ö;;;
21,08440964;54,75089788;541782;1;1772;GROￃﾟ GOLDBACH (SLAVINSK);Wat huke da fer Vögel boave ob dem Mua?;Vögel;ö;;;
17,89790677;49,58061423;545552;1;17726;HALBENDORF (POLOUVSￃﾍ);Woes setzn do fir Vegerlen obe oafm Meierle?;Vegerlen;e;;;
18,10923581;49,56425845;540974;1;17737;SENFTLEBEN (ￅﾽENKLAVA);Wos setze do für Vegelen owe of dam Meiele.;Vegelen;e;;;
12,80409953;49,46044599;545576;1;17759;LINZ (MLￃﾝNEC);Wos sitzn do̊u füa Viachala af den Maiala.;Viachala;ia;;;
13,091469;49,28078338;545598;1;17782;KOHLHEIM (UHLIￅﾠTￄﾚ);Wos sitzn do füa Vögala obn of'm Maierla?;Vögala;ö;;;
13,30276094;49,26612249;545607;1;17792;ￄﾌACHRAU (ￄﾌACHROV);Wos sitztnt do am am Maiala füa Vogala om?;Vogala;o;;;
13,33062137;49,12628901;545628;1;17801;HURKENTAL (HￅﾮRKA);Wos sitzn do für Vogala obn am Maiala?;Vogala;o;;;
13,57753261;49,12042561;545650;1;17824;ROTSAIFEN (ￄﾌERVENￃﾁ);Wos sitzn dan dō fia Vegala af den Meiala om?;Vegala;e;;;
13,78390364;49,05868188;540811;1;17832;WINTERBERG (VIMBERK);Wos sitzn do fiå Vegala oum afm Meiål?;Vegala;e;;;
15,64233287;49,62987755;540957;1;17843;SEHRLENZ (ￅﾽDￃﾍREC);bos sic(a) deju fo feg(a)l(a) o͜um(a) af dem maj(a)l(a)?;feg(a)l(a);e;;;
15,46916346;49,43296588;540901;1;17854;IRSCHING (JIￅﾘￃﾍN);Wos sitzen do für Vögala oma af den Maierla?;Vögala;ö;;;
15,63065627;49,43386003;540967;1;17862;HILBERSDORF (JIHLAVA-HEROLTICE);Wos sitzn deu fiə fegələ dou omət af enkən maiəlo?;fegələ;e;;;
15,48846857;49,33208877;545689;1;17876;SOLLOWITZ (SALAVICE);Wos sitzn durt für Vögala umant a den Maierja?;Vögala;ö;;;
15,58516769;49,28224193;545691;1;17878;STANNERN (STONAￅﾘOV);Wos setzn dou omat für Vogln af da Mauer?;Vogln;o;;;
14,95990581;49,21963599;545693;1;17881;RIEGERSCHLAG (LODHￃﾉￅﾘOV);Wos sitz'n dann to für Vẹịgala af'n Meirla?;Vẹịgala;ẹị;;;
15,002329;49,202983;540970;1;17882;WENKERSCHLAG (DOLNￃﾍ RADOUￅﾇ);Wos sitzn an do füre Veïgala oum af deïn Meierl?;Veïgala;eï;;;
14,95741261;49,13556567;545696;1;17884;BUCHEN (BUK);Wos sitzn dän do fir Veigalä oum äf dein Meirl?;Veigalä;ei;;;
15,12750069;49,11172776;545706;1;17895;HOSTERSCHLAG (ￄﾌLUNEK);Wos sitzn do für Veïgala oum (oubn) afn Mäuerl?;Veïgala;eï;;;
15,35769926;49,08701313;545709;1;17898;LIPOLZ (LIPOLEC);Wos sitz'n do fia Vögaln oum af dein Meial?;Vögaln;ö;;;
16,63439555;49,18723537;545741;1;17940;CZERNOWITZ (ￄﾌERNOVICE);Bos sitzn do fia kloana Vougln oubn af da kloan Maua?;Vougln;ou;;;
16,90652995;49,21777218;545743;1;17942;GUNDRUM (KOMOￅﾘANY);Bos sitzen do vea Vejchal oumed auf dejm Bautt?;Vejchal;ej;;;
16,48229302;49,05485994;545755;1;17956;PRAHLITZ (PRAVLOV);Wos sitzn do für Vöïgerln, durt ölbn auf dem Mäuerl?;Vöïgerln;öï;;;
16,60669491;49,05257221;545760;1;17961;WOIKOWITZ (VOJKOVICE);Bos sitzn denn do fora Vuhl afn Muerl.;Vuhl;vuhl;Korrektur: uh;;
20,40843205;49,38054456;547187;1;17967;SUB-LECHNITZ (LECHNICA);Was sitzan to fora Vägala oba uf tem Mauerche;Vägala;ä;;;
20,49157246;49,26407216;545764;1;17968;TOPPORTZ (TOPOREC);Wos sitzen dos ver Väugelch'n, äübn of'n Mäuerch'n;Väugelch'n;äu;;;
20,73249786;49,29620693;545767;1;17972;HOBGARD (CHMEￄﾽNICA);Wos sëtz'n for Vëglch'n ubn ow'n Mäuerchn?;Vëglch'n;ë;;;
20,26734886;49,1223043;547189;1;17981;NEU WALDDORF (NOVￃﾁ LESNￃﾁ);Wos sitzen däu for Väugelchen eumar ofn Maoerchen?;Väugelchen;äu;;;
20,4730914;49,08532369;547202;1;17993;DURELSDORF (TVAROￅﾽNￃﾁ);Wos setzn deu var Vejgelchn eubn afn Mäuerchn.;Vejgelchn;ej;;;
20,58848476;49,02564128;547208;1;17999;LEUTSCHAU (LEVOￄﾌA);Wos setzen däu far Väiglchen äuben of'n Mäierchen.;Väiglchen;äi;;;
16,69276;53,74786;161335;1;180;GALOWO;Wat sitt doahe von Vogelken boawen upem Müerken?;Vogelken;o;;;
20,56768978;48,94297995;547205;1;18000;ZIPSER NEUDORF (SPIￅﾠSKￃﾁ NOVￃﾁ VES);Wos setzen dau fer Vejgelchen auben am Majerchen?;Vejgelchen;ej;;;
20,62;48,84;547213;1;18001;WAGENDRÜSSEL (NÁLEPKOVO);Bos sëtzen duet va Vëglchen ouf da Maua.;Vëglchen;ë;;;
20,93372629;48,85146308;547212;1;18003;GￃﾖLLNITZ (GELNICA);Bos setzn dut fa Végichen obn um Mauichn?;Végichen;é;;;
20,36687276;48,8196973;547211;1;18004;DOBSCHAU (DOBￅﾠINￃﾁ);Bo̱s̱ se̱ṯ ̱e̱ṉ ḏa̱ṯ vor Vögelchen oben om Mäuerchen.;Vögelchen;ö;;;
20,74010208;48,73016195;547215;1;-18008;SCHMￃﾖLLNITZ (SMOLNￃﾍK);Bos fa Végl setzn hie obn of den Moachen?;Végl;é;;;
20,90633397;48,71071744;547217;1;18010;METZENSEIFEN (MEDZEV);Bos sétzn duet fa Fögacheng ofen jén Meüachéng.;Fögacheng;ö;;;
13,59260046;48,96730053;547220;1;18013;BUCHWALD (BUￄﾌINA);Wous sitzn den do af den Meial fia Veigala?;Veigala;ei;;;
13,79494123;48,94551277;547227;1;18018;SCHATTAWA (ZￃﾁTON);Wous sitzen do füa Vöge͜in af den Me͜il om?;Vöge͜in;ö;;;
14,10381253;48,94718523;547235;1;18028;ZABORSCH (ZￃﾁHORￃﾍ);Wos fia Veïgalan sitzn dein do oum afn Meila.;Veïgalan;eï;;;
13,87892421;48,81591509;547295;1;18058;HIRSCHBERGEN (HIRￅﾠPERKY/JELENI);Voes sitzn dou für Vögerl af dem Mäuerl.;Vögerl;ö;;;
14,0740231;48,78213936;547300;1;18064;HONETSCHLAG (HODￅﾇOV);Wos sitznt dein füa scheini Vöigeian oum af dein Mail?;Vöigeian;öi;;;
13,84145;48,60522;10301;1;18091;KOLLERSCHLAG;Wos sitzn da̍ fia vegaü obn am maial?;vegaü;e;;;
14,10455829;48,64006942;547504;1;18095;SANKT THOMA (SVATￃﾝ TOMￃﾁￅﾠ);Wos sitzn do für Vögl af da Mauer?;Vögl;ö;;;
14,31207319;48,6157219;547512;1;18101;HOHENFURTH (VYￅﾠￅﾠￃﾍ BROD);Wos sitzn da für Veïgal obm af m Mäuerl?;Veïgal;eï;;;
14,42805572;48,93731559;547555;1;18132;HUMMELN (HOMOLE);Wos sitzn do firi Vögln Vögala af ten Mairl.;Vögln | Vögala;ö;;;
14,53884842;48,99293587;547559;1;18135;RUDOLFSTADT (RUDOLFOV);Wos sitz'n do füra kloani Vögl dort omat af der kloan Mauer?;Vögl;ö;;;
15,12159;48,9312;6784;1;18144;GROSS-RADISCHEN;Wos sitzn denn do für Vegerl obn auf n Mäuerl?;Vegerl;e;;;
14,35130255;48,78070398;547572;1;18188;PRIETHAL (PRￃﾍDOLￃﾍ);Wos sitz'n do füa(r) Vöjgl oum af'n Mäurl.;Vöjgl;öj;;;
14,62222893;48,76157409;547574;1;18192;GOLLNETSCHLAG (KLENￃﾍ);Wos sitzn d(a) fi(a) Vejgän(a) oum af dajn Mä(r)l.;Vejgän(a);ej;;;
14,86460492;48,79093469;547583;1;18210;WEISSENBACH (VYSNￃﾉ);Wos san dejs für Vöjgerln af dem Meierl?;Vöjgerln;öj;;;
15,11402;48,77595;1825;1;18218;LANGSCHWARZA;Wos sitzn dein do füa Vögal drom am Maeil.;Vögal;ö;;;
22,5167;54,8167;541836;1;1829;RUDSZEN (POLTAVSKOE);Wat hukke doa farre Vägelkes boawe op dat Muerke?;Vägelkes;ä;;;
14,60020725;48,61371164;547611;1;18290;UNTERWALD;Was sitzn denn da für Vögl obn af da Mau?;Vögl;ö;;;
14,8248;48,62922;1213;1;18296;BAD GROSSPERTHOLZ;Woas hockn do für Vögln omat aufn Mäul.;Vögln;ö;;;
15,1154;48,63319;9109;1;18310;OBERSTRAHLBACH;Wos sitz'n do für Vegl oben auf dem Meial?;Vegl;e;;;
15,35237;48,93926;8215;1;18359;WALDKIRCHEN;Wos sitzn do für Vögerl obn auf den Mäuerl?;Vögerl;ö;;;
15,61331894;48,93919862;547669;1;18364;HAFNERLUDEN (LUBNICE);Wos sitzen do für Vögerln obn auf dem Mäuerl?;Vögerln;ö;;;
15,84398284;48,93495691;540964;1;18367;SCHILTERN (ￅﾠTￃﾍTARY);Wos sitzn denn do fir Vogerln obn am Maierl.;Vogerln;o;;;
16,15731666;48,88788008;547920;1;18407;TￃﾖSTITZ (TￄﾚￅﾠETICE);Wos sitzn do füa Vochaln o̊m am Meial?;Vochaln;o;;;
22,81669606;54,80000132;541847;1;1842;WARUPￃﾖNEN (FￃﾋDOROVKA);Wat hucke da far Vägelkes bawe ob det Murke?;Vägelkes;ä;;;
15,3815;48,79309;8704;1;18432;DIETMANNS;Wos füa Veigl sitzn do auf de͠n Meil oum.;Veigl;ei;;;
15,63866;48,77886;6309;1;18441;SCHIRMANNSREITH;Wos sitzn do fia Vegaln auf den Meil obm?;Vegaln;e;;;
15,90257;48,77849;1855;1;18454;HOFERN;"Mäuerchen kommt bei uns im Dialekt nicht vor. Höchstens ""Mäual""";;;;;Satz nicht übersetzt
16,96984;53,75059;158846;1;185;JELNIA;Wat sitta dau fä Vöugelkas bauwen up dem Müeka.;Vöugelkas;öu;;;
16,13160996;48,7465636;547955;1;18508;GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ);Wos sitzn do dö kloan Vogln am Meiarl?;Vogln;o;;;
15,39468;48,61876;2862;1;18525;FRANZEN;Wa̢s sizñ då fia Vėgal ohamad aufn Meial?;Vėgal;ė;;;
15,63736;48,62925;7482;1;18534;ROSENBURG;Was sitzn do auf dar klan Mauer für Vogerln?;Vogerln;o;;;
15,84912;48,58705;6575;1;18554;OBERDÜRNBACH;Wos sitzn do für Vögerln obm auf'n Mäuerl?;Vögerln;ö;;;
16,09658;48,58647;6083;1;18559;ASPERSDORF;Wos sitzn den do fir Vegarl auf den Meierl.;Vegarl;e;;;
16,37348031;48,91950827;547963;1;18607;DAMNITZ (DAMNICE);Wos sitzn do fir Vogaln ob'n af dem Maicherl?;Vogaln;o;;;
16,65177623;48,90542723;548003;1;18627;TRACHT (STRACHOTￃﾍN);Woos sitzn tenn to fir Vegln umrt af ten Mairl?;Vegln;e;;;
16,76723342;48,8738553;548013;1;18637;SAITZ (ZAJECￃﾍ);Wos san dëis füriche Voigl auf dr Mauer.;Voigl;oi;;;
16,38060332;48,75125755;548015;1;18642;HￃﾖFLEIN AN DER THAYA (HEVLￃﾍN);Wos sitzn do füa Vogaln obn auf den Mail (auch Maial).;Vogaln;o;;;
16,61147;48,74191;8827;1;18672;STￃﾜTZENHOFEN;Wos hoggan do fir Vegarl ob'n auf'n Meierl.;Vegarl;e;;;
16,86919;48,69199;8563;1;18686;BERNHARDSTHAL;Wos sitz'n do füa Vögaln obm auf dem Mäual.;Vögaln;ö;;;
16,38001;48,59086;1666;1;18701;PYHRA;Wos sitzn da für klaani Vögl obn am Meierl?;Vögl;ö;;;
16,64461;48,58654;3395;1;18707;WILFERSDORF;Wos sitz'n do für Vögerl am Meierl.;Vögerl;ö;;;
16,81931;48,58918;2578;1;18716;PALTERNDORF;Wos sitz'n do für Vögarln ob'n auf dem Meil (Maierl).;Vögarln;ö;;;
18,7060573;48,96952464;548044;1;18753;MￃﾜNCHWIES (VRￃﾍCKO);Wos sitzn dou fia Vögala aubm af dr Maur.;Vögala;ö;;;
18,65497127;48,86560792;548029;1;18759;BETTELSDORF (SOLKA);Bo setz/e/n dó fje Wég/a/la óm of'm Maj/a/la.;Wég/a/la;é;;;
18,88553826;48,82156122;548031;1;18763;OBERSTUBEN (HORNￃﾁ STUBNA);Bos zẹtsn̥ dô fi̯e wêgɒlɒ ûm ŏm mauɒlɒ.;wêgɒlɒ;ê;;;
18,75578607;48,72212455;548032;1;18767;KRICKERHￃﾄU (HANDLOVￃﾁ);Bos setzen denn do wür Wögala dōm ūf dem Meijalen.;Wögala;ö;;;
18,87405447;48,68562767;548035;1;18773;DEUTSCH-LITTA (KOPERNICA);Bos sitzn du wi Vögl a͜jum uffm Mauern?;Vögl;ö;;;
18,56458171;48,54111692;548036;1;18774;HOCHWIESEN (VEL'Kￃﾉ POLE);Bos sätzn dou fü Vöigala ubn om Mäuala?;Vöigala;öi;;;
13,33412;48,29152;6302;1;18786;SANKT GEORGEN BEI OBERNBERG AM INN;Was für Vogal sitzen da om af den Meial?;Vogal;o;;;
12,87807;48,13026;3260;1;18800;HOCHBURG;Wos sitzn dan do fiai Vöglin uwan auf dera Maura?;Vöglin;ö;;;
13,08331;48,12996;2067;1;18805;PISCHELSDORF AM ENGELBACH;Was für Vögel sitzi do obn auf n Mäual;Vögel;ö;;;
13,88061;48,46514;4511;1;18846;NIEDERKAPPEL;Was sitzn da füar Vögal obm auf n Meirl.;Vögal;ö;;;
14,08545;48,45077;5870;1;18855;NIEDERWALDKIRCHEN;Was kuorn denn da fuā Vögel am Meil omod?;Vögel;ö;;;
