Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Erhebung;Ort::Sprache;Bogennummer;Ort::Name;WS16: Adjektivform Positiv;WS16: Stammvokal Positiv;WS16: Adjektivform Komparativ;WS16: Stammvokal Komparativ;Transliteration WS16
546263;11,156652;46,871323;10;1;-46162;RABENSTEIN (MOOS);groas;oa;greaser;ea;du bischt nou nit groas genueg a flo=sche wein aus ze trinken, du muescht ameart nou a bisl wogsn und greaser wern
546262;11,43095197;46,91229351;10;1;46170;TSCHￃﾖFS (CEVES);;;;;Du bist noch zu kluan a Floschn Wein zu trinken
546295;11,70668566;46,8867533;10;1;-46175;PFUNDERS (FUNDRES);größ;ö;;;Du bisch nou nött größ ginui 
546299;12,10062179;46,85947024;10;1;-46181;ANTHOLZ (ANTERSELVA DI MEZZO);groeß;oe;greasa;ea;Du bisd nöi et groeß ginui, um a flosche Wein auszitrinkn, du musch earscht nöi a wian wogsn u. greasa we=arn.
546309;11,665945;46,770262;10;1;-46195;SCHABS (SCIAVES);groaß;oa;;;Du bisch nou nöt groaß ginuo....
546330;12,19183685;46,77103721;10;1;-46215;PICHL;groaß;oa;greaßo;ea;Du besch no et groaß ginui, a Flosche wain zi trinken du muisch nou a wian woxn und greaßo wean.
546331;10,52936081;46,7107352;10;1;-46217;BURGEIS (BURGUSIO);;;;;[WS 16 nicht übersetzt]
546350;10,78187881;46,75742756;10;1;-46226;KURZRAS (CORTERASO);groaß;oa;;;Du bist no nit groaß gnuag
546354;10,93457311;46,68890715;10;1;-46227;KATHARINABERG (SANTA CATERINA);;;;;Du bist no zu klua a Flasch Wein auszutrin=ken.
546361;11,18153697;46,72780082;10;1;-46234;VERNUER (VERNURIO);groaß;oa;;;Du bist no nit groaß gnuag.
546475;10,54690805;46,59833157;10;1;-46262;STILFS (STELVIO);groas;oa;grear;ea;du bisch nu nit groas gnuag oa flosch wein aus ts trinkn du muasch tsersch nu a bisl wogsn und grear wearn.
546393;10,70118629;46,61743807;10;1;46267;LAAS (LASA);groass;oa;gressa;e;Du bisch no nit groass gnuag um a flosch Win austrinkn, du muasch no wochsn und gressa waen
546408;11,20412984;46,58568332;10;1;46283;GARGAZON (GARGAZZONE);groaß;oa;greaser;ea;Du pisch nit groaß gnua a flosch wain ze trinkn, du muesch erscht nou a pissl woxn und greaser wern.
546418;11,61186982;46,60311182;10;1;-46293;SANKT PETER HINTER LAJEN (SAN PIETR;;;;;Du bit zu kloan um oan Flaschenwein z. söufen.
546429;11,00515196;46,54922739;10;1;-46305;SANKT WALBURG (SANTA VALBURGA);groass;oa;greasser;ea;"Du pischt nou nit groass gnua, a Flosc Wei austsetrinkn; du muascht nou a pissl wògsn und greasser wearn"
546443;11,38;46,56;10;1;-46319;WANGEN (VANGA);groas;oa;;;Du bist no nöt groas ganua a Flosch Wein auszatrinken
546481;11,06;46,46;10;1;46324;LAUREIN (LAUREGNO);;;;;Du bischt nou za jung wai za trinkn.
546500;11,43174923;46,4138887;10;1;-46344;DEUTSCHNOFEN (NOVA PONENTE);groaß;oa;greaßer;ea;Du bischt nou nit groaß ganua, a Glåsch Wein auszatrinka, du murscht a mearscht nou a bißl wåxen und greaßer wearn.
546604;11,36733955;46,27778405;10;1;-46351;ALTREI (ANTERIVO);gruas;ua;greaser;ea;Du bist nou nit gruas ganua, um ua Flosch Wein auszatrinken, du muast earst nou wagsn und greaser wern
546516;11,92297057;46,76992104;10;1;46361;STEFANSDORF (SANTO STEFANO);groaß;oa;graußa;au;Du pisch nou öt groaß ginui a Floschö Wain auszitrinke, du musch nou a pisl woxe unt graußa wearn.
546520;11,32397722;45,92359227;99;1;46365;Lusern;groaß;oa;groß;o;Du biß no net groaß genua, zu trinka aus a Flasch Wein, du möchsch käm̄en groß
546521;11,1227383;45,653233;99;1;46367;Giazza;grɔìa̯s;ɔìa̯;;;"du bišt nìχt nau̯ grɔìa̯s (nau̯ = noch; ‚genug’ scheint zu fehlen) tsə tríŋkɛn a ƀɔìtsə váḭ, du músəst náu̯ a ƀēìni grɔ̈ìi̯šərn. (für ‚wachsen’ u. ‚größer werden’ besteht nur dieser eine Ausdruck)
"
1180652;11,436;45,8731;99;1;46369;Mezzaselva;gróa̯s;óa̯;grø̄́sɔrə;ø̄́;"du bist nṑnt gróa̯s gənū́k tríŋkan an ƀɔ̀tsa vái̯n; du mìst nɔx kɛ̀mən grø̄́sɔrə. (das Wort „wachsen“ fehlt)"
6360;10,49966;46,88969;8;1;46385;NAUDERS;groaß;oa;greaßr;ea;Du bisch no it groaß gnua, a Flâschn Wein ausztrinka, du muasch zearsch nou öpas wâchsn und greaßr weara.
2662;10,97561;46,90951;8;1;46386;HEILIGKREUZ;groaß;oa;;;Du bischt nodet groaß genag a Floscha Wein auszetrinkn
111390;8,76123;54,36107;1;1;46391;POPPENBÜLL;grot;o;gröder;ö;Du bis noch ni grot nuch, um en Budd’l Wien udtaudrink’n, du muss ērs noch en En’n wass’n un gröder wǎre
110639;9,01723;54,35595;1;1;46407;DAHRENWURTH;ro-ud ;o-u;gröd'r;ö;Du bis nŏ ni ro-ud noch, um en Bodd’l Wîn udtodrink’n, du mus ers noch en En wass’n un gröd’r warn.
114791;9,32093;54,37498;1;1;46420;BERGENHUSEN;root;oo;grööder;öö;Du büss na ni root nah, ’n Buddel Wiin uut to drink’n, du muß eers nach ’n Enn wassen un grööder warrn.
104920;9,60329;54,39392;1;1;46430;OWSCHLAG;grot;o;gröter;ö;Du büst nog nig grot nog, en Bottel Wien to drinken, du mußt nog erst en beten wassen un gröter war’n.
115164;9,85497;54,39931;1;1;46443;HOLTSEE;grot;o;gröter;ö;Du büst noch nich grot genug, een Buddel Wien ut to drink’n, du muß erst noch een Enn wass’n un gröter warn.
109324;10,16151;54,39584;1;1;46459;PRIES;groot;oo;gröter;ö;Du büst noch nich groot nog, üm en Buddel Wien uttodrinken, du muß irst noch en End wassen un gröter warrn.
109426;10,42395;54,38844;1;1;46481;STAKENDORF;grot;o;gröder;ö;Du bist noch nich grot nog, um en Flasch Win uttodrinken, Du must ers noch en Jn wassen un gröder warden
106252;10,60371;54,34619;1;1;46492;BEHRENSDORF (OSTSEE);grot;o;gröter;ö;Du büs no̊ch ni grot nůoch, üm een Buddel Wien uttodrinken, du mus noch en Heagg wassen un gröter waa’n.
372705;16,95143;54,06604;1;1;465;OKUNINO;grot;o;grötä;ö;Du bist noch nich grot naug, im ein Flasch Wien uttaudrinken, du mußt eistä noch ä Eng wasse u. grötä warä.
114308;11,04304;54,45888;1;1;46554;SULSDORF;grot;o;gröter;ö;"Du büß no nich grot nog, um en Budl Wien utdodrinken; du müß örs na en Enn wassen un gröter warn."
110105;11,27372;54,4157;1;1;46570;STABERDORF;grod;o;gröter;ö;Du büst no ni grod nog, n’ Buddel Win to drink’n, du must noch en En’n wassen un gröter warn.
114072;8,59403;54,51596;1;1;46637;ALTE KIRCHE;grod;o;grödder;ö;Du bis noch ni grod enoch, um en Bordel Wien uttodrinken, Dumuß ers noch en Enne wassen un grödder warr’n._
104548;9,29715;54,56549;1;1;46652;SOLLERUPFELD;grot;o;gröter;ö;Du büst noch nich grot nog, üm en Flasch Win uttodrinken, du mußt noch en Enn wassen un gröter warrn.
110275;9,53279;54,55137;1;1;46666;NEUBEREND;grod;o;gröter;ö;Dü bis noch nich grod genog, öm en Boddel Win uttrodrinken, Du muß erst noch en En wassen un gröter warn.
113808;9,86157;54,5608;1;1;46684;ZIMMERT;groot;oo;;;Du bist noch nich groot noch um een Boddel Win uttodrinken, du mußt erst nach een Enn wassen._
112057;10,01569;54,58425;1;1;46687;DAMP;grot;o;gröter;ö;Du büs noch ni grot noch, en Budd’l Win uttodrinken, du mus eerst noch en Enn wassen un gröter warrn.
110804;11,05568;54,5229;1;1;46693;WESTERMARKELSDORF;grot;o;grödder;ö;Du büß nǒ nĭ grot genuch, ü̆m ēn’n Butt’l Wien udtodrink’n, Du müß örß noch en En’n waß’n un grö̆dder warn.
116692;9,25023;54,71004;1;1;46784;GROSSENWIEHE;grot;o;grötter;ö;Du bist nach nich grot noch, um en Buttel Wiin uttodrinken, Du mußt nach en Enn wassen und grötter warn.
106876;9,53735;54,71602;1;1;46798;ESTRUP;grot;o;grödder;ö;Du bist noch nich grot genug, um en Bottel Wiin to drinken, du mast erst noch en Stück (Enn) waßen an grödder warn.
113555;9,82753;54,7088;1;1;46806;WIPPENDORF;grot;o;gröder;ö;Du bist na nich grot noch, dat du en Bod=del Win utdrinken kannst, du mußt erst en Enn länger wassen u gröder warn.
110953;9,99077;54,684;1;1;46823;MAASHOLM;grod;o;gröd'r;ö;Du büs nag nich grod nog um en Boddel Wīn ut to drink’n, du mus ers en En’n wassen un’ gröd’r warn.
546584;9,527650699;54,88239225;1;1;46924;BEKEN (BￃﾆKKEN);grot;o;gröter;ö;Du bist nòch ich grot nûg, en Bôtt’l Wiin uttodrinken, Du mußt nòch erst ’n Enn wassen un grö̂ter ward’n.
110492;8,31903;53,00936;1;1;47139;SANDHATTEN;groot;oo;gröter;ö;Du biß noch nich groot genog, um’n Budd(e)l Wien uttodrinken, Du muß erst noch ’n End wassen un gröter weern.
546885;8,60779032;53,01070805;1;1;47154;ADELHEIDE;grot;o;gröter;ö;Du bis nog nich grot genog, um’n Buddel Win uttodrinken, du muß ers noch’n End wassen un gröter wer
108013;8,8805;53,0151;1;1;47171;DREYE;grot;o;gröter;ö;Du büß noch nech grot genooch, üm en Büttel Wien uttodrinken, Du möst noch erst un’ End wassen un gröter weer’n.
534824;9,196856353;53,02650299;2;1;47183;ALLERDORF;grot;o;gröter;ö;Du bis noch nich grot (ge)nog, üm en Buddel Win uttodrinken, du muß erst noch’n bät’n was’n un gröter wern.
104986;7,20615;53,12109;2;1;47189;HEERENLAND;groot;oo;gröter;ö;Du büst noch neet groot genug, um een Flehse Wien ut te drinken, du must erst noch’n Endje wassen un gröter worden
116005;7,44007;53,13135;1;1;47203;STEENFELDE;groot;oo;groter;o;Du büst nog nig groot genug um ein Flesse Wien ut te drinken, Du must eerst nog ein Ende washen un groter worden.
114842;7,78056;53,14718;1;1;47219;LOHE;grot;o;gröter;ö;Du büst nah nich grot genaug, üm en Flasche Wien uttaudrinken, du maust eies nochen wassen un gröter weren.
546892;7,985741345;53,15868334;1;1;47224;BURGFELDE;grod;o;gröter;ö;Du büß noch nich grod genog ’n Buddel Wien ut to dringen, Du möß erß noch ’n End wassen un gröter weern.
109345;8,32018;53,17327;1;1;47235;MOORHAUSEN;grot;o;gröter;ö;Du bis na nich grot genog, um’n Budd’l Wien ut to drink’n, Du moß ērß noch’n bät’n waß’n un gröter wern.
120553;12,51771;52,13159;1;1;4727;KLEIN GLIEN;groot;oo;grötter;ö;Du bist non nich groot genung, umm'ne Flasche Wien uttutrinken, Du müst erscht noch'n Enge wassen un grötter wär'n. 
109077;8,5663;53,17486;1;1;47370;BARDENFLETH;grot;o;grötr;ö;Du bis na nich grot genug (g kurz), umm ’n Buddel Wien uttodrinken, du muß ers noch ’n End wassen u. grötr wern.
119274;12,78651;52,11314;1;1;4738;NIEDERWERBIG;grot;o;grötter;ö;Dau bist non nich grot gnung, um ene Pulle Win ut to drinken, dau must irst noch en Enge wassen un grötter wärrn.
532087;17,25621;54,06601;1;1;474;KRAMARZYNY;grot;o;gröter;ö;Du bist noch nich grot nauch, üm eine Flasch Win uttaudrinken, du mußt eist noch e Ind wasse u gröte ware.
546941;8,842222062;53,18391576;1;1;47402;MITTELBAUER;grod;o;gröter;ö;Du bist noch näg grod genog, um enen Buddel Wien uttodrinken, Du muß erst noch’n En wassen un gröter weern.
116271;9,14746;53,2099;2;1;47422;NEUENBÜLSTEDT;grot;o;grötter;ö;Du böß nag neg grot genog üm’ (Flasche) (Boddel) Wien uttodrinken, Du möß ers noch’n Enn’ wass’n u. grötter wērn.
105688;7,43783;53,30502;2;1;47447;NEERMOOR;grōt;ō;groter;o;Du büst noch neet grōt genog, um Flesze Wien uttodrinken, du muszt erst noch ’n Enne warsen un groter wor’n.
114054;7,75073;53,3052;1;1;47455;REMELS;groot;oo;groter;o;Du büst noch nichgroot genoug, um ’n’ Flesse Wien uttoudrinken, du must eerst noch ’n ende wassen un groter worden.
546954;8,031800239;53,28863493;1;1;47463;PETERSFELD;;;gröter;ö;Du bist noch to litjet, en Buddel Win ut to drinken, du most noch düchtig wassen un gröter weren
547015;8,300590806;53,32493665;1;1;47470;JADERBOLLENHAGEN;grot;o;gröter;ö;Du bußt noch nich grot nog, ene Flaßche Wien utdodrinken, du moßt noch erst’n Enn wassen u. gröter w.
121408;13,024;52,1175;1;1;4749;ZￃﾜLICHENDORF;grot;o;gretter;ea;Du bis noch nich grot genug, um ene Flasche Wien ut te drinkene, Du muß irsch noch en Enge wassen un gretter wern.
116945;8,56993;53,34549;1;1;47598;OFFENWARDENERMOOR;grot;o;grötter;ö;Du büß noch nich grot genog, um’n Buddel Win utto drinken (supen), du muß erst noch’n Jnt wassen un grötter warn.
127210;13,27178;52,10773;1;1;4761;SCHￃﾖNEWEIDE;groot;oo;grötter;ö;Du biß no nich groot genuch, um e'ne Flasche Wien udtudrinkenne, Du muß irs noch e'n Enge wassen un grötter wärn.
116563;8,86492;53,35456;1;1;47612;PADDEWISCH;grot;o;gröter;ö;Du bist noch nich grot genoch, um ehn Buddel Wien ut to drinken, Du muß erst noch En wassen un gröter wehrn.
106020;9,14538;53,38607;1;1;47624;OBER-OCHTENHAUSEN;grot;o;grätter;ä;Du büst noch nech grot nog üm Buttel Wien udtodrik’n, Du muß erst noch’n Jnn was’n un grätter wirn.
104449;7,17054;53,43708;1;1;47650;CIRKWEHRUM;groot;oo;groter;o;Du büsst nog nÿt groot geno͡eg, um ne vlesse wien uttau drinken, du musst eerst nog ’n ende wassen un groter wor’n.
114218;7,39969;53,44123;2;1;47657;WESTERENDE-HOLZLOOG;groot;oo;grooter;oo;Du büst noch nich groot genog, um een Fless Wien uttodrink’n, du mußt erst noch’n Enn wass’n un grooter worn.
110442;7,7709;53,44988;1;1;47670;WIESEDE;grot;o;gröter;ö;Du büst noch nig grot genog, um n Flass Wiin ut to drinken, Du muß erß noch n Enn wassen un gröter worn.
106416;7,9855;53,47874;1;1;47677;NEUSTADTGÖDENS;groot;oo;grötter;ö;Du büst noch nich groot genog, üm’n Buddel Wien uttodrinken, du mußt erst noch ’n Enn wassen un grötter wern.
121359;13,58801;52,13116;1;1;4770;EGSDORF;jroß;o;grötter;ö;Du biß noch nich jroß genung, um'ne Flasche Wien utzudrinken, dau mußt erscht noch en Ende wassen un grötter weren.
118933;13,81765;52,11735;2;1;4776;BIRKHOLZ;groß;o;gresser;ea;Du best noch nich groß jenung, um ene Flasche Wein auszudrinken, du mußt erscht noch en Ende wachsen un gresser wern.
148470;17,54883;54,03056;1;1;478;PRADZONKA;grot;o;grötä;ö;Du bist no ni grot näuch um ein Flasch Wieä ut tu drincä, Du mußt no escht a Jn wassä u grötä warä.
116412;10,73902;54,25873;1;1;47840;KￃﾜKELￃﾜHN;grot;o;gröter;ö;Du büst na nig grot nog, üm’m Buddel Wien to drink’en, Du mußt erst nog’n Enn wassen un gröter warrn.
108090;11,0513;54,2567;1;1;47861;SIGGENEBEN;grodt;o;grödter;ö;Du büß noch ni grodt nug (nog), üm e’n Budd’l Wien uttaudrink’n, du muß irs noch ehn Enn waß’n un grödter warrn
116402;8,84172;54,17734;1;1;47863;HEDWIGENKOOG;groot;oo;gröter;ö;Du büß noch ni groot noch, um en Buttl Wien ut to drinkn, du muß noch en Enn waßn un gröter warn.
113125;9,00073;54,19265;1;1;47885;EDEMANNSWISCH;grot;o;gröder;ö;Du büs noch nie grot genoch, um’n Flasch Wien ud to drink’n, du muß ehrst noch en Enn wassen und gröder worrn.
121239;14,12444;52,10684;1;1;4789;BRIESCHT;groß;o;größer;ö;Du bist noch nich groß genung, um ene Flasche Wein auszudrinken, du mußt erscht noch en Ende 'wachsen un größer werden.
547042;9,309525305;54,20670884;1;1;47893;OESTERBORSTEL;grot;o;gröder;ö;Du büß noch nie grot noch, um en Budd’l Wien uttodrinken, Du muß erst nochn Jin wass’n unn gröder warrn.
105273;9,88642;54,21312;1;1;47916;WARDER;grod;o;gröder;ö;Du böß nach ni grod genog, üm een Boddel Wien uttodrink’n, Du moß ers nach een Jnn wass’n un gröder warn.
114877;10,13493;54,22103;1;1;47935;KLEIN BARKAU;grot;o;;;Du büß noch ni grot nuch en Budd’l Wien uttaudrink’n, Du muß ers noch’ Jnn waß’n.
116342;10,44134;54,24809;1;1;47952;MUCHELN;grod;o;gröder;ö;Du büß nag ni grod noch, üm enn Boddl Win ut todrinkn, du muss erst nan Jnn wassn un gröder warn.
122419;14,38034;52,11292;1;1;4800;GROSS BRIESEN;groß;o;gresser;ea;Du biß noch nich groß genug um eine Flasche Wein auszutrinken, Du mußt noch ein Ende wachsen und gresser werden
108565;10,95855;54,15122;1;1;48096;GRￃﾖMITZ;grot;o;gröter;ö;Du büß noch nich grot nog, üm een Flasch Win uttodrink’n, du muß erst noch een En’n wass’n un gröter warn.
111885;8,8805;54,0062;1;1;48098;FRIEDRICHSKOOG;grot;o;gröter;ö;Du büß noch nich grot genog dartto, ’n Bude det Win uttodrink’n, du muß noch ’n Jnn wassen un ’n Stück gröter warn
114237;9,03523;54,02143;1;1;48105;BARLTERALTENDEICH;grot;o;gröter;ö;Du büß nochni grot noch, dat du een Buddel Win utdrinken kanns, du muß ers noch’n Enn wassen und gröter war’n.
115903;9,34836;54,04212;1;1;48115;HOLSTENNIENDORF;grot;o;;;Du bös na ni grot nog, en Boddel Wien uttodrink’n, du mus na ehrs’n Jnnlang wass’n.
107539;9,63427;54,06696;1;1;48126;JAHRSDORF;grout;ou;grödder;ö;Du böß na ni grout noch, üm en Boddel Wien udtodrink’n, Du moß ers nachen Jnn wassen unn grödder warn.
389787;14,70338;52,1319;1;1;4813;KLOPOT;groß;o;größer;ö;Dau bist noch nich groß enung, um eene Flasche Wain ausßutrinken, dau mußt erscht noch an Ende wachsen un größer warden.
106194;9,8945;54,05265;1;1;48141;EHNDORF;grot;o;grötter;ö;Du büss nog ni grot nogg, um enn Bottel Wiin uttodrinken, Du muß eerst nog enn Enn wassen un grötter warn.
108692;10,17854;54,0485;1;1;48156;GￃﾖNNEBEK;grot;o;gröter;ö;Du büst noch ne grot noch, ümm ’n Buddl Wien ut to drinken, Du muß eerst noch’n Jn’n wassn un gröter warrn
113330;10,46243;54,07286;1;1;48164;WￃﾖBS;groot;oo;göder;ö;Du büst nonni groot nou, datt du n Buttl Wien utdrinkn kannst, du muss noch eerst n Bätn wassen u. gröder warrn.
115904;10,71297;54,07936;1;1;48186;SￃﾜSEL;groot;oo;gröter;ö;Du büß noch nich groot noog, üm een Budd’l Wien ut to drink’n, du muß iers noch een enn wassen, un gröter warrn.
547127;9,11080098;53,89052151;1;1;48233;BRUNSBÜTTELERHAFEN;grot;o;grödder;ö;Du büs noch nie grot noch, um en Buddel Wien ut to drink’’n, du muß errs noch en Enn wassen un grödder warrn.
108237;9,33008;53,86164;1;1;48239;BROKDORF;grot;o;gröter;ö;Du büß noch nich grot genog, üm Boddel Wien uttodrinken, du muß erst noch’n Enn wassen un gröter ward’n.
531406;14,96435;52,1209;1;1;4824;RADOMICKO;groß;o;größer;ö;Du bist noch nicht groß genug, im eine Flasche Wein auszutrinken, du mußt erst noch ein Ende wachsen und größer warden.
108712;7,69412;53,77033;2;1;48240;SPIEKEROOG;groot;oo;grötter;ö;Du büst noch nich groot genog, üm een Fleß Wien uttodrinken, du mußt noch erst wat wassen un grötter worden
105523;8,5904;53,82092;19;1;48242;BERENSCH;grōd;ō;gröter;ö;Du büß na ni grōd nugg, um Buddel Wien utodring’n, du muß na eers n’Enn wass’n unn gröter warrn.
113024;8,77311;53,82372;1;1;48247;ALTENBRUCH;grot;o;grödder;ö;Du büß noch ne grot genoch, üm’m Butt’l Wien utodrinken, Du muß ers noch’n Jnd wassen und grödder warn.
104236;7,14497;53,70519;2;1;48282;NORDERNEY;grot;o;groter;o;Du bist noch ne grot genog, um en flähs wien ut to drinken, du muhst erst noch en enn wassen u. groter wurdn
107919;7,38496;53,72648;2;1;48283;BALTRUM-OSTDORF;grot;o;groter;o;Du bist noch nich grot genugs um hel Flesse Win uptodrinken, Du muhst erst noch’n Enn wahsen un groter word’n.
106267;8,5169;53,67513;1;1;48302;MISSELWARDEN;groot;oo;gröter;ö;Du biß nŏ ne groot genog, datt du enen Buddel Wien utdrinken kannst, du muß noch erst’n Enn wassen unn gröter werrn.
531233;15,22954;52,08252;1;1;4832;RADNICA;gruß;u;grießer;ue;Du biss non nich gruß genug, um anne Flosche Wein auszetrinken, du mußt ierst non an Ende wachsee u. grießer wadn
113303;9,06278;53,71132;1;1;48324;WEISSENMOOR;grohd;oh;gröter;ö;Du bist noch ne grohd nohg üm enen Buttel Wien ud to drinken, Du muß ehrst noch enen Jnnen wassen und gröter wahrn
116568;7,14249;53,5993;1;1;48342;ITZENDORF;groot;oo;groter;o;Du büst noch neet groot genog, um een fless wien uttodrinken, du muhst erst noch ’n en washen un groter wuarn.
107815;7,3911;53,60903;2;1;48356;ARLE;groot;oo;groter;o;Du büst noch neet groot genug, ’n Flehs Wien uttodrinken, du muhst eerst noch wat wassen un groter worn.
115481;7,66379;53,62527;2;1;48368;STEDESDORF;groot;oo;gröter;ö;Du büst noch nich groot genōg, üm’n Fless (Buddel) Wien ūttodrinken, du musst ērst noch watt gröter werd’n
116088;7,97986;53,63678;1;1;48383;WÜPPELS;grot;o;gröter;ö;Du büst noch nich grot genog, üm en Buddel Wien uttodrinken, du mußt erst noch’n Enn wassen un gröter weeren.
116854;8,30186;53,60355;1;1;48392;LANGWARDEN;grōt;ō;gröter;ö;Du búst noch nich grōt genōg, um’m Buddel Wien ut to drinken, du mußt noch’n End wassen un gröter wērnn
109010;8,80591;53,66003;1;1;48401;FLÖGELN;grot;o;gröter;ö;Du büst noch neg grot genog, um’n Buddel Wien uttodrink’n, Du muß ehrs noch’n Enn waßen un gröter weern.
547062;8,330792544;53,53273255;1;1;48477;IFFENS;grot;o;gröter;ö;Du büst noch nich grot genog, um enee Buddel Wien uttodrinken, du mößt erst noch’n End wassen un gröter werden.
111755;8,53201;53,53048;1;1;48487;BLEXEN;groot;oo;gröter;ö;Du büst na nich groot genog, ’n Buddel Wien uttodrinken, du most erst na’e Büten wassen un gröter weer’e.
114688;8,82184;53,52681;2;1;48497;ALTLUNEBERG;groot;oo;;;Du best noch nich groot genug um ’en Buddel Wien uttodrinken, du moßt erst noch wassen.
117253;9,1253;53,53544;1;1;48507;HÖNAU-LINDORF;grot;o;gröter;ö;Du büs noch nich grot nog, ene Flasche do drinken, du muß erß noch’n End’n wassen und gröter warde.
126570;12,23798;54,2492;1;1;48516;GRAAL-MￃﾜRITZ;grot;o;grödŏ;ö;Du büst noch nich grot genaug, üm ein Butt’l Wien uttaudrink’n, Du mǟst ihrst noch ein Enn wassen un grödŏ wăr’n
120017;11,61406;54,10586;1;1;48522;RERIK;grot;o;gröter;ö;Du büst noch nich grot naug, ümm ne Buttel Wien uttaudrinken, du möst iest noch’n En’n wassen un gröter warrn.
120082;11,85396;54,10812;1;1;48532;BRODHAGEN;grod;o;;;Du büst noch nich grod naug üm ein Buttel Wien uttaudrinken, Du müst ehrst noch en Enn wassen.
120864;12,14585;54,1182;1;1;48550;TOITENWINKEL;grōt;ō;gröda;ö;Du büst noch nich grōt naug, üm na Butt’l Wihn ut tau drink’n, du meust iäst noch’n Jhjn’n wass’n un gröda wad’n.
161323;18,09229;54,0637;1;1;486;NIEDAMOWO;groth;o;gröttr;ö;Du bist no nich groth nauch um n' Flasch Wien utdaudrinke, du mußt erst no a Inn wasse unn gröttr wae.
106292;10,48741;53,91971;1;1;48675;STRUKDORF;grot;o;gröter;ö;Du büs na nie grot nog, ümn Buttel Wien ut tau drink’n, du must ers noch en Enn wassen, und gröter warn.
110657;10,73453;53,91976;1;1;48702;SEREETZ;grot;o;gröder;ö;Du böstnoch nich grot nog, üm ehn Buttl Wien ut to drink’n, du muß ehrst noch’n En wass’n un gröder warn.
122052;11,03609;53,92008;1;1;48716;GROSS VOIGTSHAGEN;grot;o;gröddé;ö;Du büst noch nich grot naug, ümm ein Buddel Wihn uttaudrihnken, Du müßt nochh eist Ehn wassn, unn gröddé warrn
120794;11,33016;53,9304;1;1;48726;BECKERWITZ;grot;o;gröter;ö;Du büst noch nicht grot genaug, üm ein Buttel Wien ut tau drinken, Du müst erst noch ein En’n wassen und gröter ward’n
121253;11,60462;53,94318;1;1;48738;STEINHAUSEN;grot;o;gröter;ö;Du büst noch nich grot naug, üm ne Buddel Win’n ut tau drink’n, du möst eierst noch ein Er’n wassn un gröter warrn.
118646;11,83423;53,94661;1;1;48752;BERENDSHAGEN;groot;oo;gröte ;ö;"Du büst nonnich groot naug, üm een Buddel Wien uttaudrinken; du möß’t noch iëst (z sÿllep) een Enn waßen un gröte warrn."
118714;12,1512;53,94766;1;1;48765;WIENDORF;grot;o;gröte;ö;Du büst noch nich grot naug, üm ein Bud’l Wien uttaudrinken, Du müßt ihest noch’r En’n wassen unn gröte wardn.
115465;9,59053;53,86975;1;1;48790;RETHWISCH;grot;o;grödder;ö;Du büst noch ni grot noch, üm’n Bod=del Wien uttodrink’n, Du muß noch erst’n Jnnlang wassen un grödder warn.
107683;9,88862;53,87033;1;1;48800;LENTFￃﾖHRDEN;grot;o;grödder;ö;Du böst nah ni grot nog, üm ehidn Boddel Wien uttodrinken, du most erst nach en En’n waß’n un grödder warn.
108120;10,17638;53,89247;1;1;48812;TODESFELDE;grod;o;gröder;ö;Du büs noch nich grod nog, üm’n Buddl Wien uttodrink’n, du muß eierst noch’n Jnn wass’n un gröder warn.
113127;10,44713;53,75756;1;1;49022;KLEINBODEN;grot;o;gröter;ö;Du büst noch nich grot naug, üm’n Butt’l Win uttaudrink’n, Du müst erst noch’n Eh’n wassen un gröter warn.
121168;10,76242;53,75636;1;1;49043;CAMPOW;grot;o;gröter;ö;Du büst noch nicht grot nau um Buttel Wien ut tau drinken, Du müst eist gröter warn.
125724;11,05079;53,75628;1;1;49076;NESOW;grod;o ;;;Du büst noch nich grod naug, üm einĕn Buddel Wīen uttaudrinken, Du müßt eiīt noch einĕn Ennĕn wassen.
124347;11,32985;53,7779;1;1;49090;DALLIENDORF;groot;oo;gröte;ö;Du büst noch nich groot nauch, datt Du’n Buddel Wien utdrink’n kannst, Du möst iest noch’n En’n wassen un gröte warrn.
120979;11,61879;53,77558;1;1;49108;NEUHOF;grot;o;gröter;ö;Du büst noch nich grot genaug, üm ne Buttel Win uttaudrinken, Du möst nog ein Ehn waschen un gröter warn.
118874;11,88526;53,78539;1;1;49122;WARNOW;grot;o;grötĕ;ö;Du büst noch nich grot naug, nĕ Buttel Wien uttaudrink’n, Du möst ihrst noch ’n bet’n wassen un grötĕ warn.
122921;12,17296;53,79677;1;1;49140;GￃﾜSTROW;grot;o;gröder;ö;Du büst noch nich grot nauch, üm ee Buddel Wien utodrinken, du mȫst īrst noch een Enn wassen un gröder warden.
114186;9,38137;53,71165;1;1;49146;DROCHTERSEN;grodd;o;grödder;ö;"Du büst noch ne grodd noog, umm een Buddel Wien uuttodrink’n; du muß noch ers n Jnn wassen unn grödder warr’n."
111287;9,64927;53,70258;1;1;49162;GROSS NORDENDE;grod;o;;;Du bist noch nicht grod noch, um ĕn Buddel Wiin ut to drĭnken, du mußt noch ĕn Ĕn wassen und gröder warn.
108360;9,89519;53,73194;1;1;49176;QUICKBORN;grod;o;;;Du büs na nich grod noch, Wien to drinken, dumus na ers öller war’n
