Bogennummer;REDE_Namen;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;WS22::Transliteration WS22;WS22: Adjektivform;WS22: Stammvokal;WS31::Transliteration WS31;WS31: Adjektivform;WS31: Stammvokal
36178;Müllen;7,83364;48,46521;132470;1;Marburg;M’r mu͡oß lŭt schré͡ia, sŭnst v’rschtéht ’r ’s nĭt.;lŭt;ŭ;Ĭ v’rschtéh ’ĭ nĭt, ’r mi͡èsè̆ è̆ bißlĭ liter schprè̆chè̆.;liter;i
36202;Kniebis (Kr.Freudenstadt);8,318877104;48,47427737;535438;1;Marburg;Mă̰ mu͜ăs laut (naus-)schreiḛ̆ (plǟrḛ̆), suscht verschdō(a)t e(a)r ich (ḛis) nét.;laut;au;I verschdand ich net, ĕ(a)r mi͜ăßet ă̰ bißle lauder schwätzḛ̆.;lauder;au
3626;Nennhausen;12,50581;52,60408;119893;1;Marburg;Man mütt lude schrein, süß versteit'r uns nich.;lude;u;Ik verstoah ju nich, ji müttn bitchen lujer rääadn.;lujer;u
36272;Ödsbach;8,08784;48,49713;128437;1;Marburg;Me̮ mueß lu̮t schreie, sunscht verschte̱ht e̮r is nit.;lu̮t;u̮;I’ verschteh i nitt, I̱r müeße e’ bissili lutter schwätze.;lutter;u
36277;Turquestein-Blancrupt;7,09516;48,56921;30266;1;Marburg;Me müs herd brile, sunst versteht er uns nit.;herd;e;Ich versteh eich, ai misse e bische herder rede.;herder;e
36282;Wangenbourg;7,30732;48,6228;29369;1;Marburg;Mer mueß recht lut brielle sonsch versteht ers net.;lut;u;Ich versteh i nit er min e bissel luter rede.;luter;u
36309;Furdenheim;7,56378;48,61325;34859;1;Marburg;M’r mües lütt brieele, sunscht verschteht ’r üuns nitt.;lütt;ü ;Éch verschteh i nitt éhr mé̱n e wenele lüdder redde.;lüdder;ü
36334;Ruprechtsau;7,800596219;48,61004415;535446;1;Marburg;Mĕr muß lutt krĭsche (brǖle) sunscht verschdēhd ĕr uns nĕd.;lutt;u;"Ich vĕrschdēh eich nĕtt; ihr müen ĕ Bĭssel lutersch rĕdde.";lutersch;u
3634;Berge;12,79568;52,62028;125382;1;Marburg;Mom mütt lue schreien, süs versteiht heä uns nich!;lue;ue;Ick verstoahe ju nich, ji mütt'n bittgen luher reen.;luher;uh
36348;Achern;8,06363;48,62871;130859;1;Marburg;M’r muß lutt schreia, sunsch versteht èr às nett.;lutt;u;I vrsteh ich nit, r müssa ä bissl luttr schwätza.;luttr;u
36362;Saarburg;7,05201;48,73253;522594;1;Marburg;M'r muß fescht krische, sunscht verschteht er uns nitt.;fescht;e;Ich versteh éich nitt, ihr misse ne bissel lutter rédde.;lutter;u
3639;Pausin;13,04255;52,63911;120353;1;Marburg;Man mütt luht schreien, ßüß versteiht'er uns nich.;luht;uh;Ick verstoah gau nich, gei müdd'n een bittschen lüder räädn.;lüder;ü
36489;Bois De Chêne;7,26992;48,75755;171959;1;Marburg;M'r müß lüt krische, sunscht versteht er uns nit.;lüt ;ü;I versteh eich nit, ihr mēn n bissel stärker redde;stärker;ä
3649;Hermsdorf;13,31752;52,6149;119944;1;Marburg;Man muß laut schreien, sunst versteht hä uns nich.;laut;au;Ich versteh euch nich, ihr müßt en bischen lauter räden.;lauter;au
36525;Wilshausen;7,55068;48,7751;31730;1;Marburg;Mer muèß lutt schreije sunsch versteht ’r uns net.;lutt;u;Ech versteh’ i net, ehr meest e bessel lutter redde.;lutter;u
36552;Marienthal;7,81552;48,78159;30134;1;Marburg;M’r mueß lüt schräje, schunsch versteht d’rs nét.;lüt;ü;Ich versteh ich nét, éhr muen a béssel lutterrètte.;lutter;u
36567;Fort-Louis;8,05803;48,80321;36426;1;Marburg;M’r muß lütt briéla, sunscht versteht’r ich nit.;lütt;ü;I’ v’rsteh ich nit ihr mießé a bißl lütt’r redé.;lütt'r;ü
36594;Bad Rotenfels;8,30895;48,81087;129232;1;Marburg;Man muß lūt schreie, sunst versteht er is (uns) nit.;lūt;ū;Ich versteh ich (euch) nit, ihr müßt e bissel lutter schwätze.;lutter;u
366;Przeradz;16,97152;53,91653;162673;1;Marburg;Ma mut lud schriege, süste verstet hei uß nischt;lud ;u;Ik vestoa juch nich, jie möte ein bitsche lude spräke.;lude ;u
3664;Birkholz;13,57455;52,62656;126273;1;Marburg;Man muß laut schreien, sonst versteht er uns nicht.;laut;au;Ik verstehe euch nicht ihr müßt en bisken lauter sprechen.;lauter;au
36737;Altwiller;6,98122;48,93023;27494;1;Marburg;Mer mus härt krischen, sunst versteht'r uns nit.;härt;ä;Ich versteh ejch nit, ihr müsse e Bissel härter reddé.;härter;ä
36755;Weislingen;7,25159;48,91879;29239;1;Marburg;M'r muß hart krische, sunscht versteht 'r uns nit.;hart;a;Ich versteh och nit, ihr misse e bissel härter rede.;härter;ä
3677;Gielsdorf;13,86407;52,61048;122379;1;Marburg;Man mutt lude schriggen, sonst versteht er et nich.;lude;u;Ick versteh ju nich, jih mieten ehe bisken luder räd'n.;luder;u
36772;Lichtenberg;7,48181;48,9216;28610;1;Marburg;Marr müāß lüdd Grischă, sunscht varschdéhdăr uns nedd.;lüdd;ü;Éch vărschdéh Eïch ned, éhr méhn e bésl lüddar rédda.;lüddar;ü
36789;Goersdorf;7,76782;48,95111;29006;1;Marburg;M’r muß lüt brülen, sonscht versteht er uns nit.;lüt;ü;Ich versteh eich nit, ihr müsse e bissel lüdder rede.;lüdder;ü
36823;Siegen;8,04269;48,95814;25854;1;Marburg;M’r muß laut greischè, schunscht versteht ar a̱ne nit.;laut;au;Ich versteh ich nit, ihr missè e Biss’l laut’r reddè.;laut'r;au
36842;Neuburgweier;8,26776;48,96981;134177;1;Marburg;Ma muß laut schreie, sunscht verschteht er unns nitt.;laut;au;Ich verschteh’ euch nitt, ihr müßt e bißle lauter schpreche.;lauter;au
3688;Ringenwalde;14,14088;52,61704;127226;1;Marburg;Man mut lude schreen, sonst versteht hä uns nich.;lude;u;Ick versteh' ju nich, ji met'n en bitzken luder spreäken.;luder;u
36880;Bischoffingen;7,62537;48,10625;127778;1;Marburg;Mä muäß lut brälä, sunst verstohderis nit.;lut;u;Ih verstan dich nit, ihr (dr) mün ä weng ludder schwäzä.;ludder;u
36898;Maleck;7,88416;48,12924;134007;1;Marburg;Me mueß lut schreie, sunst verstoht er is nit.;lut;u;I verstand euch nit, ihr müen e wenig luter schwätze.;luter;u
36911;Yach;8,0932;48,15752;129888;1;Marburg;Mr muaß lut schréia, suscht vèrstōht èr is nit.;lut;u;I vèrstang i nit, ihr mīasa a Bitzili lütr schwätza.;lütr;ü
36933;Orschwiller;7,38445;48,24184;31120;1;Marburg;Mann mu̱ass starik schrä̱je̮, so̱sch ve̮rste̱ht ’r u̱ns nètt.;starik;a;Ech v’rschte̱h äich nitt, èhr mia stä̱rike̮r ré̮dde̮.;stä̱rike̮r;ä̱
37007;Bindernheim;7,60713;48,28366;31314;1;Marburg;Ma müas lüd bräala, suschd varschdĕhd ar ĭ néd.;lüd ;ü ;Ech farschdĕh i néd, ar mäa a béßl lüdr rèda.;lüdr;ü
37025;Schmieheim;7,85658;48,27938;132276;1;Marburg;M’r muaß lütt schreia, suscht verschteht ’r uns ni̮t.;lütt;ü;Ich v’rschteh euch nit, ihr mian a bissli lütter reda.;lütter;ü
3703;Lehmannshöfel;14,42838597;52,59654716;547887;1;Marburg;Man mut lude schrieen, sonst versteht er uns nich.;lude;u;Ick verstehe ju nich, ji metn in bitzken luder reden.;luder;u
37035;Bollenbach;8,07369;48,29315;131725;1;Marburg;Ma muas lut schreia̮, sunscht versto̱t ma̮ aim nit.;lut;u;I verschtand i nit, ihr müasa̮ a bisle lutr schwätza̮.;lutr;u
37058;Le Hohwald;7,33005;48,40339;34415;1;Marburg;M’r müas lüt brialla, suscht verstèht ’r ich nèt.;lüt;ü;I verstèh ich nèt, ar mian a bès’l lüdde̮r rèdda.;lüdde̮r;ü
3711;Warnick (Warniki);14,6799315;52,59997004;547885;1;Marburg;Man mut lude schrien, sonst versteht hä uns nich.;lude;u;Ick verstehe ju nich, ji müeten en Bitzken luder spreäken.;luder;u
37119;Buchenberg;8,37655;48,16035;132924;1;Marburg;Ma̰ muß lutt riafa, sunsch verstoht ’r ăm nettă.;lutt;u;Ĭ verstand ’i nittă, ihr müßt ă weng luttă sprecha (schwätza).;luttä;u
37138;Rottweil;8,6275;48,16786;129752;1;Marburg;Ma muaß laut schreia, sunscht verschtot er is nit.;laut;au;I verschtand eib nit, er mieset a bießli leuter schwätza.;leuter;eu
37153;Obernheim;8,86282;48,16319;132412;1;Marburg;Ma mos laut schreia suscht verschtotres it.;laut;au;I verstand eib it, dr müaßat a bißle läuter schwätza.;läuter;äu
3722;Zaszczytowo;14,95374;52,62138;385626;1;Marburg;Man muß laut schreien, sunst versteht er uns nich.;laut;au;Ick verstehe eich nich, jie müssen en bisken lauter sprechen.;lauter;au
37302;Winterlingen;9,11728;48,17723;128051;1;Marburg;Ma̰ mu͜eß laut schreia, suscht verschtåt 'r ös eta.;laut;au;I verstand ui et, ihr mi͜eßet a weng lauter schwèza.;lauter;au
37314;Dürrenwaldstetten;9,35367;48,20566;131215;1;Marburg;Ma muaß laut schreia, suscht versto͜hter eus it.;laut;au;I̲ verstand ui it, ihar müassat an weng lauter schwäza.;lauter;au
37333;Hausen am Bussen;9,6255;48,21166;132414;1;Marburg;Ma̰ṵ mṵaß laut schreia, sonst versta̰uht er uns itt.;laut;au;I verstand ui itt, ihr müßat a bißle lauter sprächa.;lauter;au
37354;Baustetten;9,8845;48,20597;128322;1;Marburg;Ma moß laut schreia, suscht verschtoht 'r eis it.;laut;au;I v'rstand ui it, iar messet a bitzele lauter schwätza.;lauter;au
37369;Illertissen;10,10404;48,22279;81585;1;Marburg;Ma muaß laut schreia, soascht verschtatt er äus it.;laut;au;I verstand ui it, Ihr müaßat a bisle lauter sprecha.;lauter;au
37388;Schenkenzell;8,37253;48,31105;129571;1;Marburg;Me mues laut schreie, sunscht verschdōt er is nitt.;laut;au;"I verschda̰u i nitt; er miëted e bisli lauter schwā̈ze.";lauter;au
37401;Aistaig;8,57013;48,31544;130666;1;Marburg;Ma muaß laut schreia, suscht verstoht ear èis net.;laut;au;Ih verstand eub net, iar müaßet a bißle lauter schwäza.;lauter;au
3744;Rudnica;15,18918;52,60977;393038;1;Marburg;Man muß laut schrei'n (gröhlen), sunst versteht hä uns nischt.;laut;au;Ick verschtehe eich nich, je mössen en bisken lauter reden.;lauter;au
37555;Stetten bei Haigerloch;8,81662;48,35457;128030;1;Marburg;Ma̰ muaß laut schreia, suscht vrschdoht dr aus itt.;laut;au;I verstand eub itt, ihr miaset a bißle lautr schwätza.;lautr;au
37571;Salmendingen;9,12013;48,35833;133459;1;Marburg;Ma muaß laut schreia, suscht v'rschdoht 'r aus itt.;laut;au;I v'rschdand ui itt, iar müasat a bitzle leit'r schwätza.;leit'r;ei
37581;Bernloch;9,33549;48,3568;132598;1;Marburg;Ma̰ mṵa̰ß arg laut schreia̰, suscht verstoht 'r a̰ṵs et.;laut;au;I verstand uich et, 'r müa̰sset a̰ wenk (wen'g) läuter schwätza̰.;läuter;äu
37598;Gundershofen;9,60621;48,37705;129053;1;Marburg;Ma muaß laut schréia, so̰nst verstôht er eus it.;laut;au;I verstand ui it, ihr müaßet a bißle lauter schwätze.;lauter;au
37607;Eggingen;9,87924;48,36355;128359;1;Marburg;Ma muo̰ß lauti schreia, so̰st vérstoht ear eis it.;lauti;au;J verstand ui it, ihar méßat a bislè leitèr schwäza;leitèr;ei
37622;Holzheim;10,10684;48,37944;74978;1;Marburg;Ma muaß laut schreia, so̰scht verschtautr eis net.;laut;au;I vrschtand ana net, ihr müaßat a bißle lautr schwätza.;lautr;au
37658;Oberwaldach;8,57584;48,49849;133441;1;Marburg;Ma̰ muaß laud schreia̰, sust verstohd ear ḛḭs ned.;laud;au;I verstand euch ned, iahr müaßet ḛ bißle lauder schwätza̰.;lauder;au
37802;Bondorf;8,83695;48,52245;127575;1;Marburg;Man muaß laut schreia̰, sonst verstoht er a̰ṵ(n)s net.;laut;au;I verstand uich net, ihr müasset a̰ bißle lauter schwätza̰.;lauter;au
37825;Lustnau;9,07887;48,53096;131441;1;Marburg;Mer muaß laut schreia, sust versto̰ht er ich et.;laut;au;I verstand uich et, er müaßet e bisle lauter schwätza.;lauter;au
37855;Dettingen an der Erms;9,34646;48,52951;130804;1;Marburg;Mă̰ muaß lout schreia, sonscht versto̊ht 'r ḛs̰ (as) et.;lout;ou;I verschtand ech et, er miaßet a bißle louter schwätza!;louter;ou
37862;Donnstetten;9,56312;48,51405;132136;1;Marburg;Ma muaß laut schreia, so̰(n)scht versto̊ht'r ă̰s ett.;laut;au;I verstanda ett, 'r mü(a)ßet a Bissale lauder schwätza.;lauder;au
37869;Radelstetten;9,85361;48,52731;132857;1;Marburg;Ma̰n muß laut schreie sonscht verstoht der ons nett.;laut;au;I verstaun ui nett ihr müsset a bissele lauter spreche.;lauter;au
37883;Ballendorf;10,0765;48,55285;131298;1;Marburg;Må̃͂ muåß laut schreíå, sõ͂scht verstatt äar õ͂s ett.;laut;au;I verstand ui ett, iar müåßet louter schwä̆tzå.;louter;ou
37900;Obermedlingen;10,32391;48,56885;93272;1;Marburg;Ma͂̃ mua͂̃ß laut schreiã͂, sõ͂scht vrschtã͂tt 'r õ͂s nöt.;laut;au;J verschtand ui nét, uir müãßãt ã bislé laute̮r ré̱dã.;laute̮r;au
37902;Raumünzach;8,34869;48,63918;128211;1;Marburg;Me mueß lout (lŭt) schreie, sunscht verschteht er ich (is) nit.;lout;ou;"I verschteh ich nit; ir müeße e bisle louter (luter) schwätze.";louter;ou
37947;Schönaich;9,05976;48,66017;130893;1;Marburg;Mă̰r muă̰ß laut schreiă̰ sŭst versto̰ht'r oam et.;laut;au;Ih verstand ech et, ă̰r(r) müă̰ßet ă̰ bißle laută̰r schwätză̰.     ;laută̰r;au
38044;Hünerberg;8,54684;48,67203;132539;1;Marburg;Mer muaß laut schreia, sonscht verstoht er aus net.;laut;au;I verstan̄d nich net, Ih Iar mueßt a Bisle lauder schweza.;lauder;au
38056;Gechingen;8,82859;48,69507;129506;1;Marburg;Mer muaß laut schreie, sust verstohter oos net.;laut;au;I verstan̄ ech nett, ihr müeßt lauter schwätze.;lauter;au
38095;Denkendorf;9,31773;48,69423;127326;1;Marburg;Man̰ muoß laut schreia, suscht verschtòht'r aun̰s et.;laut;au;I verstand uich et, ihar mü̱astt a bißle lauter schwätze̱.;lauter;au
38116;Albershausen;9,56681;48,69308;131250;1;Marburg;Ma muos laut schreia, sorschd versto͂d ear o͂s ed.;laut;au;I verstand uich et, ihr müaßet a bißle lauder schwäza.;lauder;au
38136;Winzingen;9,8211;48,71191;130160;1;Marburg;Mă̰ muaß laut schreia̰, sōnscht verstŏht er ōns ent. ;laut;au;I verstănd ui ent, ihr müaßet a̰ bißle lauter schwätza̰.;lauter;au
38146;Zang;10,06418;48,72989;132357;1;Marburg;Mer muaß laut schreiă, sonst verstat er ō̰s net.;laut;au;I verstand ui net, er müaßăt a bißle lăuter schwätză.;läuter;äu
38155;Auernheim;10,29294;48,731;129855;1;Marburg;Ma̰̮ mueß laut schreia̰, so̰̱st v'rstott'r ṵs ét.;laut;au;I v'rstand ui ét, u͜ir müéßèt a̰ bißlé lautr schwätza̰.;lautr;au
38169;Dennach;8,55523;48,82296;131983;1;Marburg;Ma̰r mua̰ß laut schreia̰, sonscht verschtéht a̰r a̰s nĕt.;laut;au;I verstăn ich nĕt, da̰r müa̰ßt a̰ bißle lauta̰r schwätza̰.;lauta̰r;au
38182;Tiefenbronn;8,80329;48,82521;132338;1;Marburg;Maṉ muß laut schreie, sonst verstoht er u̱s nett.;laut;au;Ī verstane euch nett, ihr müest e bisle lauter schwätze.;lauter;au
38348;Schöckingen;9,03021;48,84495;129516;1;Marburg;Ma muaß laut schreia, so̰n̰scht verstoht er ṵn̰s net.;laut;au;I verschtand uich net, er müaßet a bisle lauter schwätza.;lauter;au
38373;Hegnach;9,29823;48,8577;130587;1;Marburg;Mr muaß laut schreia, sonst verstoht er es net.;laut;au;I verstand uich net, er müaßet a bißla lauter schwätza.;lauter;au
38407;Steinenberg;9,54865;48,85844;128316;1;Marburg;Ma̰ mua̰ß laut schreia̰, sō̰st verschtoht ă̰r a̰s ēt.;laut;au;I verschdand ech ēt, dă̰r müaßa̰t a̰ bisle lauter schwätza̰.;lauter;au
38422;Ruppertshofen;9,81435;48,88102;131913;1;Marburg;Ma̰r muaß laut schreia, soast verstoht er a̰s net.;laut;au;I verstand ich net, 'r müaßt a bisle lauter schwätza.;lauter;au
38437;Fachsenfeld;10,0482;48,8833;129290;1;Marburg;Ma̰ mua̱ß laut schreia̰, so̰scht verschtotter o̰s net.;laut;au;I verschtand ui net, ihr müaßa̰t a̰ bissa̰le (a̰ wḛng) lauter schwätzḛ.;lauter;au
38448;Baldern;10,31352;48,90259;130117;1;Marburg;Ma moß laut schreia, sost verstoht er uns net.;laut;au;I verstand uich net, ihr messet a bissele lauter reda.;lauter;au
38482;Kleinvillars;8,74383;48,99804;130252;1;Marburg;Ma̰r muaß laud schreia, sonschd varschdehd ăr=ḛs nedd.;laud;au;Ī varsteh=ich nedd, ia̰r mia̰sa̰d a bißle lauda̰r schwètza̰.;lauda̰r;au
38502;Hohenhaslach;9,02154;48,99915;133433;1;Marburg;Mer muaß laut schreia, sonsch verschdoht er ein nét.;laut;au;I verschdan̄ ech net, iar müasset a bisle lauter schwätza.;lauter;au
38623;Nendingen;8,86067;48,00602;132343;1;Marburg;Ma̰ moß lout schreia̰ suschd verschdo̰t ä̰rs it.;lout;ou;I verschtand eib it, ḛr mond a̰ wäng leita̰r schwätza̰.;leita̰r;ei
38640;Rohrdorf;9,10207;48,01811;132477;1;Marburg;Me muaß lout schreie, suscht verschtoht ér is it.;lout;ou;I verstand ei it, ihr müaßat e wengele lauter schwätze.;lauter;au
38655;Völlkofen;9,38609;48,01005;130194;1;Marburg;Må̰ mu͜eß laut schreia, suscht verstoht èr eis ét.;laut;au;I verstand ui ét, ĭahr mü͜aset a bißchen läuter sprècha!!;läuter;äu
38666;Reichenbach;9,61467;48,01934;129126;1;Marburg;Ma̰ muaß laut schreia, suscht verschdoaht әr eus it.;laut;au;"I verschdand ḛnḛ it; ər müassət a̰ bissele lautər schwätza̰.";lautər;au
38682;Mittelbuch;9,88168;48,04583;131901;1;Marburg;Mâ muß laut schreia, suscht versto͂ht er eis it.;laut;au;I verstãnd ui it, der messat a bizle lauter schwäza.;lauter;au
38695;Unteropfingen;10,12798;48,0594;128901;1;Marburg;Ma muaß laut schreia, sonst verstohtr uns it.;laut;au;I verstand ni itt, ihr müasset a bizelle leiter schwäza.;leiter;ei
3871;Dreetz;12,46028;52,80289;123880;1;Marburg;Man mütt lut schrein, süss vosteit he uns nich.;lut;u;Ick vostoah ju nich, ji mütt'n bäten lujer spräken.;lujer;u
38720;Kicklingen;10,59756;48,568;81558;1;Marburg;Man muß laut schreia, sonst verstaht er uns net.;laut;au;I verstand ui net, ihr müaßt a bisle lauter schwätza.;lauter ;au
38738;Westendorf;10,83586;48,57347;83465;1;Marburg;Ma̰ mṵa̰ß la̰ṵt schreia̰, sonscht vĕrschta̰ut ear ṵs ḭt.;la̰ṵt;a̰ṵ;I verschta̰nd a̰ na̰ ḭt, iha̰r mia̰ßa̰t a̰ bislé la̰ut'r schwäza̰.;la̰ut'r;a̰u
38764;Waidhofen;11,33526;48,58019;89893;1;Marburg;Ma̰ muaß laut schrein, sḭschd vàsteht à ins éd.;laut;au;I vàstè ḛ́nk ḛ́d, és müßts a wḛ́ni lauda rḛ́n.;lauda ;au
38774;Eschelbach an der Ilm;11,5777;48,58007;74038;1;Marburg;Ma muaß laut schrein, sunst voschtèta uns net.;laut;au;I voschdè eng net, ös müßt's a bissal lauda redn.;lauda;au
3880;Brunne;12,72901;52,77304;126978;1;Marburg;Man müt lut schraei'n süß verstaeiht aeh uns nich.;lut;u;Ick verstoah joa͡u nich, jaei mün'n en bitschen lujer reden.;lujer;u
38863;Pöttmes;11,09074;48,58242;74385;1;Marburg;We muaß laut schreia, schunsch versteaht a uns et.;laut;au;I vestea enk et, es müßts a bisla lauta re'n.;lauta;au
3887;Sommerfeld;13,03193;52,80287;121701;1;Marburg;Man müt lut schrein süß versteit er uns nich.;lut;u;Ick verstooh jau nich, jei mün bitschken luder spreken.;luder;u
38899;Hebrontshausen;11,82132;48,5868;87550;1;Marburg;Ma mouß laut schrei, sonst va(o)steht er uns nöt.;laut;au;I vosteh eng nöt, es müßt's a bißl lauda re(d)n.;lauda;au
38912;Oberglaim;12,11336;48,60961;74959;1;Marburg;Man muß laut schreia, sonst vosteht er uns nöt.;laut;au;Ich vostöh enk nöt, ös müßts a bißal lauta sprecha.;lauta;au
38935;Fronhofen;10,5672;48,73137;72973;1;Marburg;Ma mṵa̰ß laut schreia̰, sonscht verschtot er os net.;laut;au;I verschtand ui net, uir müaßt a bißle lautr schwätza̰;lautr;au
3896;Malz;13,2942;52,80213;125968;1;Marburg;Man müt lut schrein, süst verschteiht ä uns nich.;lut;u;Ik verstoh' ju nich, ji müten bitschen luder räden.;luder;u
38963;Stepperg;11,07121;48,74457;86825;1;Marburg;Ma' muaß laut schreia, sunst verschteht er uns net.;laut;au;I verschteh enk net, es müaßts a bisle lautr redn.;lautr;au
3901;Stolzenhagen;14,10557;52,94874;123638;1;Marburg;Man mütt lude schreîen, süss versteît hä uns nîch.;lude;u;Ik verschtoe ju nîch, ji mütten en bitschen hedder spraeken.;hedder;e 
3906;Prenden;13,55547;52,78887;126204;1;Marburg;Man mütt lut schrein, sust versteit hä uns nich.;lut;u;Ik verstōie jau nich, ji müdden en bitschen lüder spräken.;lüder;ü
39062;Hafenreut;10,84006;48,75927;87505;1;Marburg;Ma muaß laut schreia, sonst versteht er uns nit.;laut;au;I verstand ui it, ihr müaßt a bisle lauter sprecha.;lauter;au
39089;Gerolfing;11,34577;48,75413;91872;1;Marburg;Mo muaß laut schreia, sunscht versteht er uns nöt.;laut;au;I versteih enk netens mēisz a bißl lauda schpacht'n.;lauda;au
39103;Irsching;11,57629;48,76108;93570;1;Marburg;Ma muaß laut schrei, sunst versteht er uns nöt.;laut;au;I versteh di nöt, ihr müaßt a bißl lauda rödn.;lauda;au
39116;Siegenburg;11,84985;48,75567;92240;1;Marburg;Mă muaß laut schreia, sunst vosteht er uns nöt.;laut;au;I vosteh enk nöt, ös müaßts a bißl lauta rödn.;lauta;au
39126;Semerskirchen;12,07877;48,78621;73861;1;Marburg;Man muaß laut schreia, sunst versteht er uns nöt.;laut;au;I vasteh enk nöt, ös müaßt a blißl lauda sprächa.;lauda;au
39140;Hofkirchen;12,30322;48,76569;83760;1;Marburg;Ma mous laut schreia̮, sunst vosteht er uns nöt.;laut;au;I versteh öng nöt, ihr meüßt a bisserl laudda spröcha (rödn, schwazen, dis grirn);laudda;au
39160;Dürrenzimmern;10,55239;48,90411;92861;1;Marburg;Mi muaß laut schreia, so̰nst verstot er o̰ns net.;laut;au;I verschtand ui net, iar müaßt a bisle lauter reda.;lauter;au
39179;Gundelsheim;10,84499;48,91055;87863;1;Marburg;Mi muaß laut schreia, sănst verstött er uns ne.;laut;au;I versteu enk net, ihr müaßt a bisla lauter rèidn?;lauter;au
3919;Trampe;13,83613;52,77805;126786;1;Marburg;Man mut lut schrieen sonst versteht är uns nicht.;lut;u;Ick verstonhe ju nicht, sie möhten en Bitschken luter reden.;luter;u
39201;Walting;11,30127;48,91192;79905;1;Marburg;Ma muaß laut schreia, sunscht verschteht er uns net.;laut;au;I verstea enk net, es miats a bisl lauter spachtn.;lauter;au
39293;Bieswang;11,03844;48,92811;90807;1;Marburg;Mer mouß laut schreia, sunst vusteiht er uns net.;laut;au;I vusteih ich net, ihr möißt a bißla lauter sprecha.;lauter;au
3931;Neureetz;14,14217;52,78127;124481;1;Marburg;Man mut lut schrien, sust verstohter uns nich.;lut;u;Ick verstoa ju nich, jie meten n Bitzk'n luter reden.;luter;u
39317;Pondorf;11,56632;48,94379;80799;1;Marburg;Ma mouß laut schreia, sănst vostoaht er uns nät.;laut;au;I voste eng nait, dez miaßzt a weng lauta ren.;lauta;au
39329;Neukelheim;11,86022084;48,92952421;544532;1;Marburg;Ma muaß laut schreia sonst (:sünst:) versteht er uns nöt.;laut;au;I versteh enk nöt, ös müaßts a weng lauta redn.;lauta;au
39342;Peising;12,06031;48,92014;73106;1;Marburg;Ma muaß laut schreia, sunst vasteht a uns net.;laut;au;I' versteh enk nöt, ös müaßt's a bißl lauda redn.;lauda;au
39356;Arlesried;10,34917;48,07733;89286;1;Marburg;Ma muaß laut schreia, so̰scht verschtaut 'r oin ita.;laut;au;I verstand ui it, dir miaßet a bizla laut'r schwäza.;laut'r;au
39370;Türkheim;10,64019;48,06227;79195;1;Marburg;Ma̰ mua̰ß laut schreia̰, so̰scht vrschdaut ear uns ḭt.;laut;au;I vrschdand ui net, ihar müaßa̰d a̰ bisle laudr schwätza̰..;laudr;au
39398;Gauting;11,37906;48,06724;85373;1;Marburg;Ma muaß laut schrein suuscht vaschteht er ins it.;laut;au;I vosteh eng nöt, es müaßts a bisl lauta redn.;lauta;au
3944;Kurzycko;14,46705;52,76029;147579;1;Marburg;Man mutt lude schrieen, süst versteht hä uns nich.;lude;u;Ick verstoah ju nich, ji miethen en beätken luder spreäken.;luder;u
39459;Kaufering;10,86116;48,08685;74196;1;Marburg;Mi muaß laut schreia, sinscht verstät er ins et.;laut;au;I versteh' enk it, es müßt is lauter saga.;lauter;au
39475;Eching am Ammersee;11,1147;48,08132;83352;1;Marburg;Man muaß laut schreia, s͟is͟c͟h͟t verstand er uns ĭ͟t.;laut;au;I verstand enk it, ös muaßt a bißăla lauta rödn.;lauta;au
3949;Grzymiradz;14,6936;52,787;150736;1;Marburg;Man mutt lut schrien, sunst verschteht 'r uns nich.;lut;u;Ick verstehe ju nich, ji mieten en bisken luter schpräeken.;luter;u
39494;Perlach;11,63032;48,10063;89000;1;Marburg;Ma moaß laut schrein, sunst versteht er uns niat.;laut;au;I versteh enk net ihr müaßt a bisl lauder redn;lauder;au
39503;Zorneding;11,82207;48,08316;93263;1;Marburg;Moa muaß laut schrein, sischt (sunst) versteht er ins nöt.;laut;au;I versteh enk nöt, es müaßts a weni lauta redn.;lauta;au
39509;Albaching;12,11102;48,11149;93298;1;Marburg;Man muß laut schrein, sunst verstehts er nicht.;laut;au;Ich versteh eng nöt, muaßt a bisl lautr spröcha.;lautr;au
39515;Sankt Leonhard;12,33055;48,0921;80835;1;Marburg;Ma muaß scho recht laut schreia, dader vaschteht.;laut;au;I' verschteh enk net, ös miast's es a wengarl lauda sogn.;lauda;au
39517;Niederraunau;10,37948;48,22448;71494;1;Marburg;Ma muăß and'rscht schreia, sō̰scht v'rstaut 'r o̰in it.;and'rscht;a;I v'rschtanda̰na̰ it, īar  müeßĕt a weng laut'r schwätza̰.;laut'r;au
39529;Walkertshofen;10,59053;48,22651;82192;1;Marburg;Ma muaß laut schreiă, soscht verschtăut'r uns it.;laut;au;I verstand ui it ihr müasat a bißle lautr röda!;lautr;au
39546;Oberottmarshausen;10,85682;48,23762;84488;1;Marburg;Bei deam muaß ma schreia, son̰scht verschtot er uns it.;;;I verstand ui it, do müaßander scho a bisle lauter röda̰.;lauter;au
3957;Lubiszyn;14,94817;52,78026;531341;1;Marburg;Man mut lude schreien, sust'n verstoaht hä uns nich.;lude;u;Ik verstoahe ju nich, jie mieten en bitzken luder reäden.;luder;u
